﻿﻿Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,﻿﻿﻿分类_en,功能_en,功能说明_en,参数名称_en,参数释义_en,参数类型_en,"默认
值_en","下
限_en","上
限_en",默认值_en
/strategy/gs_work_station/waste_water_total_time,Console,gs_work_station,Sewage tank plus sewage timeout time,Time out of sewage discharge,Pot/charge/add drainage,,,,,,Pot/charge/add drainage,,,Sewage tank plus sewage timeout time,Time out of sewage discharge,int,,1,86400,
/strategy/gs_work_station/waste_water_total_time_large,,,Large sewage tank drain timeout time,,Pot/charge/add drainage,,,,,,Pot/charge/add drainage,,,Large sewage tank drain timeout time,,int,,1,86400,
/strategy/gs_work_station/ws_dirty_water_extra_high_waring_seconds,,,NUll,,Pot/charge/add drainage,,,,,,Pot/charge/add drainage,,,NUll,,int,10,1,60,
/strategy/chassis/save_error_flag,,,Fault data storage function switch,"If the fault data storage function switch is turned off, the alarm triggering H4 or above, or the content of the alarm at the mvp level cannot be recorded.",other,Save fault data,"For alarms that affect the start of the task and cause the task to be suspended, the logs and packets for this period will be automatically transferred to the /root/error_logs folder. The file naming format of the folder is alarm code and time, and the storage time is 7 days. (If you find that there is no logs and packets for the corresponding address during the alarm period, go to the /root/error_logs directory to find it)",,,,other,Save fault data,"For alarms that affect the start of the task and cause the task to be suspended, the logs and packets for this period will be automatically transferred to the /root/error_logs folder. The file naming format of the folder is alarm code and time, and the storage time is 7 days. (If you find that there is no logs and packets for the corresponding address during the alarm period, go to the /root/error_logs directory to find it)",Fault data storage function switch,"If the fault data storage function switch is turned off, the alarm triggering H4 or above, or the content of the alarm at the mvp level cannot be recorded.",bool,TRUE,,,
/strategy/iec/force_unleashed,,,NUll,"In order to ensure the smooth operation of the CE-MD certified version of the machine on site, aio1.2 has made improvements to the special spin and backward of the certified version of the machine 1. Added safety lock switch When the switch is turned off, the spin and backward of the robot will be restricted with the strictest safety requirements strategy/iec/force_unleasheda. It will be imported into production in a process manner, and the switch will be turned off by default. During the trial run after production, this switch needs to be turned on, and this switch needs to be turned off before packaging; b. After the customer unboxing on site, this switch needs to be turned on, which will be imported into the deployment sop",other,Safety lock function,Function description: https://gaussian.yuque.com/vhfwq2/zc0zl8/pg1k63x1l8esyz7v,,,,other,Safety lock function,Function description: https://gaussian.yuque.com/vhfwq2/zc0zl8/pg1k63x1l8esyz7v,NUll,"In order to ensure the smooth operation of the CE-MD certified version of the machine on site, aio1.2 has made improvements to the special spin and backward of the certified version of the machine 1. Added safety lock switch When the switch is turned off, the spin and backward of the robot will be restricted with the strictest safety requirements strategy/iec/force_unleasheda. It will be imported into production in a process manner, and the switch will be turned off by default. During the trial run after production, this switch needs to be turned on, and this switch needs to be turned off before packaging; b. After the customer unboxing on site, this switch needs to be turned on, which will be imported into the deployment sop",bool,TRUE,,,
/strategy/iec/PB63327,,,NUll,,other,Safety lock function,,,,,other,Safety lock function,,NUll,,bool,TRUE,,,
/device/scrubber/mcu_debug_channel,Device,scrubber,mcu debug channel,,Others - Debugging,,,,,,Others - Debugging,,,mcu debug channel,,int,0,0,255,
/device/scrubber/enable_mcu_debug,,,Open mcu debugging,"0: off, 1: on",Others - Software Upgrade,,,,,,Others - Software Upgrade,,,Open mcu debugging,"0: off, 1: on",bool,FALSE,,,
/device/scrubber/width,,,NUll,,Cleaning configuration class,Self-applicable cleaning width,https://gaussian.yuque.com/od6ghz/no74yv/txo5rp?singleDoc# 《搭配不同清洁设备的footprint自适应优化》,,,,Cleaning configuration class,Self-applicable cleaning width,https://gaussian.yuque.com/od6ghz/no74yv/txo5rp?singleDoc# 《搭配不同清洁设备的footprint自适应优化》,NUll,,double,0.46,0,1000000,
/strategy/area_global_planner/leaf_distance,,,NUll,,Cleaning configuration class,Self-applicable cleaning width,https://gaussian.yuque.com/od6ghz/no74yv/txo5rp?singleDoc# 《搭配不同清洁设备的footprint自适应优化》,,,,Cleaning configuration class,Self-applicable cleaning width,https://gaussian.yuque.com/od6ghz/no74yv/txo5rp?singleDoc# 《搭配不同清洁设备的footprint自适应优化》,NUll,,double,0.41,,,
/device/footprints,Device,flush_nozzle,Robot appearance,Foottprint for robot configuration,Cleaning configuration class,Clean width adaptive,,,,,Cleaning configuration class,Clean width adaptive,,Robot appearance,Foottprint for robot configuration,array,,,,
/device/scrubber/brush_type,,,Brushing type,"0: Disc brush, 1: Roll brush",Cleaning configuration class,Clean width adaptive,,,,,Cleaning configuration class,Clean width adaptive,,Brushing type,"0: Disc brush, 1: Roll brush",int,0,,,
/device/scrubber/dust_push_type,,,Dust push type,"Dust push type 0: Normal dust push, 1: Rolling dust push",Cleaning configuration class,Clean width adaptive,,,,,Cleaning configuration class,Clean width adaptive,,Dust push type,"Dust push type 0: Normal dust push, 1: Rolling dust push",int,0,,,
/device/scrubber/squeegee_type,,,Squeegee type,"Squeegee type 0: Soft glue squeegee, 1: Roller squeegee",Cleaning configuration class,Clean width adaptive,,,,,Cleaning configuration class,Clean width adaptive,,Squeegee type,"Squeegee type 0: Soft glue squeegee, 1: Roller squeegee",int,0,,,
/device/scrubber/delay_lift_squeegee_with_water,,,Delayed stop-wash switch,"Water-existing task: trigger navigation during the task, stop spraying water first and trigger the residual water path planning. If the delayed stop washing switch is turned on, keep the squeegee and air suction working until the work site, navigation ladder point, and non-washing area. Disk dust brushing task: The navigation is triggered during the task. The following dust relief pushing switch is turned on, which will keep the dust relief pushing board lower until the work site, the stairs point, or before passing the prohibited washing area.",Cleaning configuration class,,https://gaussian.yuque.com/od6ghz/no74yv/pq03ga2mw01patg5?singleDoc# 《AIO 残留水（垃圾）处理方案优化》,,,,Cleaning configuration class,,https://gaussian.yuque.com/od6ghz/no74yv/pq03ga2mw01patg5?singleDoc# 《AIO 残留水（垃圾）处理方案优化》,Delayed stop-wash switch,"Water-existing task: trigger navigation during the task, stop spraying water first and trigger the residual water path planning. If the delayed stop washing switch is turned on, keep the squeegee and air suction working until the work site, navigation ladder point, and non-washing area. Disk dust brushing task: The navigation is triggered during the task. The following dust relief pushing switch is turned on, which will keep the dust relief pushing board lower until the work site, the stairs point, or before passing the prohibited washing area.",bool,TRUE,,,
/strategy/device_controller/is_on_device_during_tasks,,,Navigation device switch between subtasks,true: Turn on the device when navigation between subtasks,Cleaning equipment control,Whether to lift the equipment in the subtask,"On: Maintain the cleaning mode of the previous subtask between subtasks; Off: Stop cleaning between subtasks, and the end point of the previous subtask will stop washing in advance;",,,,Cleaning equipment control,Whether to lift the equipment in the subtask,"On: Maintain the cleaning mode of the previous subtask between subtasks; Off: Stop cleaning between subtasks, and the end point of the previous subtask will stop washing in advance;",Navigation device switch between subtasks,true: Turn on the device when navigation between subtasks,bool,FALSE,,,
/device/scrubber/destination_drag_and_collect_water_length,,,工单,Application scenario: Go to the next water-have task process and return to the workstation process,Cleaning equipment control,Remaining water treatment,https://gaussian.yuque.com/od6ghz/no74yv/cvgbp984f54lq86e?singleDoc#0FBP 《[ROBOTPLAN-7521] 余水二期》,,,,Cleaning equipment control,Remaining water treatment,https://gaussian.yuque.com/od6ghz/no74yv/cvgbp984f54lq86e?singleDoc#0FBP 《[ROBOTPLAN-7521] 余水二期》,工单,Application scenario: Go to the next water-have task process and return to the workstation process,double,100,0,10000,
/device/scrubber/independent_water_collection_length,,,"Independent water collection distance (open air suction, drain water suction)","Application scenario: Go to the waterless task, no work station to collect water in the task area, end the manual washing of the floor to go to the next task",Cleaning equipment control,Remaining water treatment,https://gaussian.yuque.com/od6ghz/no74yv/cvgbp984f54lq86e?singleDoc#0FBP 《[ROBOTPLAN-7521] 余水二期》,,,,Cleaning equipment control,Remaining water treatment,https://gaussian.yuque.com/od6ghz/no74yv/cvgbp984f54lq86e?singleDoc#0FBP 《[ROBOTPLAN-7521] 余水二期》,"Independent water collection distance (open air suction, drain water suction)","Application scenario: Go to the waterless task, no work station to collect water in the task area, end the manual washing of the floor to go to the next task",double,36,0,10000,
/device/scrubber/process_remaining_water_distance,,,The required distance for normal water-existing tasks to complete residual water treatment (AIO1.3-AIO1.4 is useless),,Cleaning equipment control,Remaining water treatment,"Online version: AIO1.3 Function Description: When the robot cleaning module is operating, after triggering navigation or the task is over, the water will be stopped immediately after triggering the residual water treatment function, and then go to the process_remaining_water_distance and then lift the squeegee and stop the air suction;",,,,Cleaning equipment control,Remaining water treatment,"Online version: AIO1.3 Function Description: When the robot cleaning module is operating, after triggering navigation or the task is over, the water will be stopped immediately after triggering the residual water treatment function, and then go to the process_remaining_water_distance and then lift the squeegee and stop the air suction;",The required distance for normal water-existing tasks to complete residual water treatment (AIO1.3-AIO1.4 is useless),,double,30,0,100000,
/device/scrubber/enable_navi_priority_water_collection,,,Priority navigation water collection switch,,Cleaning equipment control,Priority navigation and water collection,"Online version: AIO1.4 Description Description: Open: Priority navigation to collect water; (Water collection during the process of navigating to a certain point); Close: Priority collection of water in the area; (After the task is over, plan extra paths in the area to collect water)",,,,Cleaning equipment control,Priority navigation and water collection,"Online version: AIO1.4 Description Description: Open: Priority navigation to collect water; (Water collection during the process of navigating to a certain point); Close: Priority collection of water in the area; (After the task is over, plan extra paths in the area to collect water)",Priority navigation water collection switch,,bool,FALSE,,,
/device/scrubber/keep_squeegee_suction_new,,,Delayed lifting of squeegee time T1 second,,Cleaning equipment control,Delayed suction (new),"Online version: Unknown offline version: Function description: When the robot ""cleaning"","""""""""""""""""""" mode operation is stopped, delay keep_suction_new and then lift the squeegee_suction_new and then delay keep_squeegee_suction_new to stop suction;",,,,Cleaning equipment control,Delayed suction (new),"Online version: Unknown offline version: Function description: When the robot ""cleaning"" mode operation is stopped, delay keep_suction_new and then lift the squeegee_suction_new and then delay keep_squeegee_suction_new to stop the air suction; Application scenario: ""After the residual water treatment function is over"","","","","",,",Delayed lifting of squeegee time T1 second,,double,10,0,120,
/device/scrubber/keep_suction_new,,,Delay off suction time T2 seconds (T1 second and then T2 seconds),,Cleaning equipment control,Delayed suction (new),,,,,Cleaning equipment control,Delayed suction (new),,Delay off suction time T2 seconds (T1 second and then T2 seconds),,double,5,0,120,
/device/scrubber/keep_squeegee_suction,Device,scrubber,Squeegee lift delay time,"Delay lifting squeegee time, T1, unit: seconds",Cleaning equipment control,Delayed air suction (old),"Function description: When the robot's manual operation is completed, the robot will delay keep_squeegee_suction to lift the squeegee_suction in seconds, delay keep_squeegee_suction+/keep_suction to turn off the suction;",,,,Cleaning equipment control,Delayed air suction (old),"Function description: When the robot's manual operation is completed, the robot will delay keep_squeegee_suction to lift the squeegee_suction in seconds, delay keep_squeegee_suction+/keep_suction to turn off the suction;",Squeegee lift delay time,"Delay lifting squeegee time, T1, unit: seconds",double,60,0,120,
/device/scrubber/keep_suction,Device,scrubber,Suction delay shutdown time,"Delay off suction additional time, T2, unit: seconds",Cleaning equipment control,Delayed air suction (old),"Online version: Unknown offline version: Function description: When the robot ""cleaning"","""""""""""""""""""" mode operation is stopped, delay keep_suction and then lift the squeegee_suction, and delay keep_squeegee_suction to stop suction;",,,,Cleaning equipment control,Delayed air suction (old),"Online version: Unknown offline version: Function description: When the robot ""cleaning"" mode job stops, delay keep_suction and then lift the squeegee_suction, and delay keep_squeegee_suction to stop the suction; Application scenario: ""When pausing or ending the cleaning task"","" ending the manual job",Suction delay shutdown time,"Delay off suction additional time, T2, unit: seconds",double,30,0,120,
/strategy/device_controller/post_stop_water_distance,,,Delayed water shutdown distance,Delayed water shutdown distance,Cleaning equipment control,Delayed stop washing,"上线版本：未知 下线版本：AIO1.5（被""余水处理"""""""""""""""""""""""""""""""" 功能替代） """"""""""""""",,,,Cleaning equipment control,Delayed stop washing,"Online version: Unknown Offline version: AIO1.5 (replaced by the ""residual water treatment"" function) Function description: When the robot is operating in ""cleaning"" mode, when the navigation to a certain point (maintenance point, charging point, work site) due to supply or alarm trigger, the robot will delay the post_stop_water_distance to shut down the water, delay the post_uplift_brush_distance to lift the brush disk, delay the post_uplift_squeegee_distance to lift the squeegee_distance to stop the air suction;",Delayed water shutdown distance,Delayed water shutdown distance,double,0,,,
/strategy/device_controller/post_uplift_brush_distance,Device_controller,,Delay the distance to lift the brush,Delayed brushing distance,Cleaning equipment control,Delayed stop washing,"上线版本：未知 下线版本：AIO1.5（被""余水处理"""""""""""""""""""""""""""""""" 功能替代） """"""""""""""",,,,Cleaning equipment control,Delayed stop washing,"Online version: Unknown Offline version: AIO1.5 (replaced by the ""residual water treatment"" function) Function description: When the robot is operating in ""cleaning"" mode, when the navigation to a certain point (maintenance point, charging point, work site) due to supply or alarm trigger, the robot will delay the post_stop_water_distance to shut down the water, delay the post_uplift_brush_distance to lift the brush disk, delay the post_uplift_squeegee_distance to lift the squeegee_distance to stop the air suction;",Delay the distance to lift the brush,Delayed brushing distance,double,1,,,
/strategy/device_controller/post_uplift_squeegee_distance,,,Delayed lifting of squeegee distance,Delayed lifting of squeegee distance,Cleaning equipment control,Delayed stop washing,"上线版本：未知 下线版本：AIO1.5（被""余水处理"""""""""""""""""""""""""""""""" 功能替代） """"""""""""""",,,,Cleaning equipment control,Delayed stop washing,"Online version: Unknown Offline version: AIO1.5 (replaced by the ""residual water treatment"" function) Function description: When the robot is operating in ""cleaning"" mode, when the navigation to a certain point (maintenance point, charging point, work site) due to supply or alarm trigger, the robot will delay the post_stop_water_distance to shut down the water, delay the post_uplift_brush_distance to lift the brush disk, delay the post_uplift_squeegee_distance to lift the squeegee_distance to stop the air suction;",Delayed lifting of squeegee distance,Delayed lifting of squeegee distance,double,2,,,
/strategy/device_controller/is_fixed_water_distance,,,Fixed water shutdown distance switch,true: Use fixed water shutdown distance (stop_water_distance),Cleaning equipment control,Stop washing in advance,"Online version: Unknown offline version: Function description: When the robot ""cleaning"",""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",,,,Cleaning equipment control,Stop washing in advance,"Online version: Unknown offline version: Function description: When the robot is operating in ""cleaning"" mode, when the task is about to end or pass through the prohibited washing area (carpet area, speed bump area, etc.), the stop_water_distance rice will be stopped in advance, lift_brush_distance to lift the brush plate in advance, lift_squeegee_distance rice to lift the squeegee_distance rice and stop the air suction;",Fixed water shutdown distance switch,true: Use fixed water shutdown distance (stop_water_distance),bool,TRUE,,,
/strategy/device_controller/lift_brush_distance,Device_controller,,Raise the distance to brush in advance,The distance to lift the brushing plate in advance,Cleaning equipment control,Stop washing in advance,"Online version: Unknown offline version: Function description: When the robot ""cleaning"",""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",,,,Cleaning equipment control,Stop washing in advance,"Online version: Unknown offline version: Function description: When the robot is operating in ""cleaning"" mode, when the task is about to end or pass through the prohibited washing area (carpet area, speed bump area, etc.), the stop_water_distance rice will be stopped in advance, lift_brush_distance to lift the brush plate in advance, lift_squeegee_distance rice to lift the squeegee_distance rice and stop the air suction;",Raise the distance to brush in advance,The distance to lift the brushing plate in advance,double,10,,,
/strategy/device_controller/max_stop_water_distance,Device_controller,,Maximum water shutdown distance,Maximum water shutdown distance,Cleaning equipment control,Stop washing in advance,"Online version: Unknown offline version: Function description: When the robot ""cleaning"",""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",,,,Cleaning equipment control,Stop washing in advance,"Online version: Unknown offline version: Function description: When the robot is operating in ""cleaning"" mode, when the task is about to end or pass through the prohibited washing area (carpet area, speed bump area, etc.), the stop_water_distance rice will be stopped in advance, lift_brush_distance to lift the brush plate in advance, lift_squeegee_distance rice to lift the squeegee_distance rice and stop the air suction;",Maximum water shutdown distance,Maximum water shutdown distance,double,35,,,
/strategy/device_controller/min_stop_water_distance,Device_controller,,Minimum water shutdown distance,Minimum water shutdown distance,Cleaning equipment control,Stop washing in advance,"Online version: Unknown offline version: Function description: When the robot ""cleaning"",""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",,,,Cleaning equipment control,Stop washing in advance,"Online version: Unknown offline version: Function description: When the robot is operating in ""cleaning"" mode, when the task is about to end or pass through the prohibited washing area (carpet area, speed bump area, etc.), the stop_water_distance rice will be stopped in advance, lift_brush_distance to lift the brush plate in advance, lift_squeegee_distance rice to lift the squeegee_distance rice and stop the air suction;",Minimum water shutdown distance,Minimum water shutdown distance,double,30,,,
/strategy/device_controller/stop_water_distance,,,Fixed water shutdown distance,Fixed water shutdown distance,Cleaning equipment control,Stop washing in advance,"Online version: Unknown offline version: Function description: When the robot ""cleaning"",""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",,,,Cleaning equipment control,Stop washing in advance,"Online version: Unknown offline version: Function description: When the robot is operating in ""cleaning"" mode, when the task is about to end or pass through the prohibited washing area (carpet area, speed bump area, etc.), the stop_water_distance rice will be stopped in advance, lift_brush_distance to lift the brush plate in advance, lift_squeegee_distance rice to lift the squeegee_distance rice and stop the air suction;",Fixed water shutdown distance,Fixed water shutdown distance,double,30,,,
/strategy/move_base/wheel_prints_clean,,,Turn on the wheel printing function,,Cleaning equipment control,Wheel printing function,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/wzsd6s4bt4ghu0ty?singleDoc# ""AIO-1.1 S-width printing action is enabled""",,,,Cleaning equipment control,Wheel printing function,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/wzsd6s4bt4ghu0ty?singleDoc# ""AIO-1.1 S-width printing action is enabled""",Turn on the wheel printing function,,bool,FALSE,,,
/strategy/console/reboot/auto_recovery_duration,,,The duration of automatic recovery task timeout,,任务类,Automatic restart recovery task,,,,,任务类,Automatic restart recovery task,,The duration of automatic recovery task timeout,,int,300,0,86400,
/strategy/console/reboot/checker_reboot_enable,,,NUll,,任务类,Automatic restart recovery task,,,,,任务类,Automatic restart recovery task,,NUll,,bool,TRUE,,,
/strategy/console/reboot/checker_reboot_interval,,,"Since the last time the active restart was successfully triggered, the active restart will no longer be triggered within T time.",,任务类,Automatic restart recovery task,,,,,任务类,Automatic restart recovery task,,"Since the last time the active restart was successfully triggered, the active restart will no longer be triggered within T time.",,int,10800,0,864000,
/strategy/console/reboot/no_recovery_duration,,,"Since the last time I was alive to the next startup time correlation exceeded T, the task/navigation will no longer be restored.",,任务类,Automatic restart recovery task,,,,,任务类,Automatic restart recovery task,,"Since the last time I was alive to the next startup time correlation exceeded T, the task/navigation will no longer be restored.",,int,300,0,86400,
/strategy/console/reboot/no_recovery_interval,,,"Continuous abnormal restarts within the T interval, tasks/navigation will no longer be restored.",,任务类,Automatic restart recovery task,,,,,任务类,Automatic restart recovery task,,"Continuous abnormal restarts within the T interval, tasks/navigation will no longer be restored.",,int,600,0,86400,
/strategy/console/auto_abandon_uncovered_area,,,Automatically give up uncleaned areas after the task is completed,,任务类,Uncleaned area,,,,,任务类,Uncleaned area,,Automatically give up uncleaned areas after the task is completed,,bool,TRUE,,,
/strategy/console/enable_short_distance_move,,,Short-range movement function switch when locking the screen;,,任务类,Manual movement of short distances when locking the screen during task,,,,,任务类,Manual movement of short distances when locking the screen during task,,Short-range movement function switch when locking the screen;,,bool,TRUE,,,
/strategy/console/short_distance_move_length,,,The maximum distance of movement when locking the screen;,,任务类,Manual movement of short distances when locking the screen during task,,,,,任务类,Manual movement of short distances when locking the screen during task,,The maximum distance of movement when locking the screen;,,int,5,1,15,
/strategy/console/auto_send_task_report,,,Automatically send task reports after the task is over,,任务类,Automatically send task report after task,,,,,任务类,Automatically send task report after task,,Automatically send task reports after the task is over,,bool,TRUE,,,
/feature/software/enable_coverage_mode,,,Override job preference function switch,,任务类,Coverage job preference types,,,,,任务类,Coverage job preference types,,Override job preference function switch,,bool,TRUE,,,
/strategy/console/default_coverage_mode,,,Coverage job preference types,standard standard efficiency maximum efficiency coverage maximum coverage,任务类,Coverage job preference types,https://gaussian.yuque.com/crncal/zcbh0x/ig4t2yebrqw22k54?singleDoc#,,,,任务类,Coverage job preference types,https://gaussian.yuque.com/crncal/zcbh0x/ig4t2yebrqw22k54?singleDoc#,Coverage job preference types,standard standard efficiency maximum efficiency coverage maximum coverage,string,"""standard""",,,
/strategy/gs_parameter/last_cleaning_efficiency_mode,,,Query the current cleaning efficiency model,"Record the last mode, advanced parameters /strategy/gs_parameter/last_cleaning_efficiency_mode, if not, use standard",任务类,Query the current cleaning efficiency model,,,,,任务类,Query the current cleaning efficiency model,,Query the current cleaning efficiency model,"Record the last mode, advanced parameters /strategy/gs_parameter/last_cleaning_efficiency_mode, if not, use standard",string,"""standard""",,,
/strategy/console/daily_clean_clear_warning_source,,,NUll,,Daily Denmark Test,Daily Denmark Test,"Function description: https://gaussian.yuque.com/od6ghz/no74yv/lua4l34bpoi20kvo?singleDoc# ""Machine Daily Sin Reminder""",,,,Daily Denmark Test,Daily Denmark Test,"Function description: https://gaussian.yuque.com/od6ghz/no74yv/lua4l34bpoi20kvo?singleDoc# ""Machine Daily Sin Reminder""",NUll,,int,0,0,2,
/strategy/console/daily_clean_L0,,,NUll,,Daily Denmark Test,Daily Denmark Test,,,,,Daily Denmark Test,Daily Denmark Test,,NUll,,int,720,1,7200,
/strategy/console/daily_clean_L2,,,NUll,,Daily Denmark Test,Daily Denmark Test,,,,,Daily Denmark Test,Daily Denmark Test,,NUll,,int,1200,1,7200,
/strategy/console/daily_clean_remind_level,,,NUll,,Daily Denmark Test,Daily Denmark Test,,,,,Daily Denmark Test,Daily Denmark Test,,NUll,,int,0,0,2,
/strategy/console/daily_clean_trigger_40_dust_pkg_cd,,,NUll,,Daily Denmark Test,Daily Denmark Test,,,,,Daily Denmark Test,Daily Denmark Test,,NUll,,int,10,1,100,
/strategy/console/daily_clean_trigger_40_hepa_cd,,,NUll,,Daily Denmark Test,Daily Denmark Test,,,,,Daily Denmark Test,Daily Denmark Test,,NUll,,int,10,1,100,
/strategy/console/daily_clean_trigger_maintain_cd,,,NUll,,Daily Denmark Test,Daily Denmark Test,,,,,Daily Denmark Test,Daily Denmark Test,,NUll,,int,30,1,100,
/strategy/console/daily_clean_trigger_s_dust_box_cd,,,NUll,,Daily Denmark Test,Daily Denmark Test,,,,,Daily Denmark Test,Daily Denmark Test,,NUll,,int,10,1,100,
/strategy/console/daily_clean_trigger_s_dust_pkg_cd,,,NUll,,Daily Denmark Test,Daily Denmark Test,,,,,Daily Denmark Test,Daily Denmark Test,,NUll,,int,10,1,100,
/strategy/console/daily_clean_trigger_s_rolling_brush_cd,,,NUll,,Daily Denmark Test,Daily Denmark Test,,,,,Daily Denmark Test,Daily Denmark Test,,NUll,,int,10,1,100,
/strategy/console/daily_clean_trigger_s_side_brush_cd,,,NUll,,Daily Denmark Test,Daily Denmark Test,,,,,Daily Denmark Test,Daily Denmark Test,,NUll,,int,10,1,100,
/strategy/console/daily_clean_trigger_s_water_tank_cd,,,NUll,,Daily Denmark Test,Daily Denmark Test,,,,,Daily Denmark Test,Daily Denmark Test,,NUll,,int,10,1,100,
/strategy/console/disable_select_point_init,,,Hide point selection function switch,,Scan the picture/positioning/preliminary,Hide point selection function,Function description: https://gaussian.yuque.com/vhfwq2/zc0zl8/ky9rr0bvghbcku6p,,,,Scan the picture/positioning/preliminary,Hide point selection function,Function description: https://gaussian.yuque.com/vhfwq2/zc0zl8/ky9rr0bvghbcku6p,Hide point selection function switch,,bool,FALSE,,,
