﻿分类,功能,功能说明,参数名称,参数中文名称,参数释义,类型,"下
限","上
限","默认
值","参数
单位",备注
Others - Software Upgrade,,,/device/scrubber/enable_mcu_debug,Open mcu debugging,"0: off, 1: on",bool,,,FALSE,,
Others - Debugging,,,/device/scrubber/mcu_debug_channel,mcu debug channel,,int,0,255,0,,
other,Voice broadcast interval,,/strategy/console/play_sound_interval,Voice broadcast interval,,double,0,500,30,,
other,Fill light switch,,/strategy/compensate_light/compensate_flag,Fill light switch settings,3 (11): means full on; 0 (00): means full off; 1 (01): means front fill light is on and rear fill light is off; 2 (10): means front fill light is off and rear fill light is on;,int,0,255,0,,
other,Save fault data,"For alarms that affect the start of the task and cause the task to be suspended, the logs and packets for this period will be automatically transferred to the /root/error_logs folder. The file naming format of the folder is alarm code and time, and the storage time is 7 days. (If you find that there is no logs and packets for the corresponding address during the alarm period, go to the /root/error_logs directory to find it)",/strategy/chassis/save_error_flag,Fault data storage function switch,"If the fault data storage function switch is turned off, the alarm triggering H4 or above, or the content of the alarm at the mvp level cannot be recorded.",bool,,,TRUE,,
other,Safety lock function,Function description: https://gaussian.yuque.com/vhfwq2/zc0zl8/pg1k63x1l8esyz7v,/strategy/iec/force_unleashed,NUll,"In order to ensure the smooth operation of the CE-MD certified version of the machine on site, aio1.2 has made improvements to the special spin and backward of the certified version of the machine 1. Added safety lock switch When the switch is turned off, the spin and backward of the robot will be restricted with the strictest safety requirements strategy/iec/force_unleasheda. It will be imported into production in a process manner, and the switch will be turned off by default. During the trial run after production, this switch needs to be turned on, and this switch needs to be turned off before packaging; b. After the customer unboxing on site, this switch needs to be turned on, which will be imported into the deployment sop",bool,,,TRUE,,
other,Safety lock function,,/strategy/iec/PB63327,NUll,,bool,,,TRUE,,
Pot/charge/add drainage,Automatic charging,,/strategy/console/auto_charge,Automatic charging,,bool,,,TRUE,,
Pot/charge/add drainage,Forced pile function,"Function description: If the reservation is not successful, wait for 30 seconds and the forced pile counter function is enabled, SW notifies the PNC to put the pile on; if the forced pile counter is not enabled, the reservation will be waited in front of the pile",/feature/software/is_force_docking_enable,Forced pile function,,bool,,,TRUE,,
Pot/charge/add drainage,Workstation properties,On: The robot returns to the charging pile and charges; off: The robot returns to the charging pile and does not charge;,/strategy/gs_work_station/workstation_charge_enable,Enable workstation charging function,,bool,,,TRUE,,
Pot/charge/add drainage,Worksite capabilities,"The capability configuration of the work site is 1: Support for charging; no water replenishment and drainage configuration is 6: Support for water replenishment and drainage, no charging configuration is 7: Support for charging, water replenishment and drainage",/strategy/gs_work_station/configed_robot_ability,Robots’ supply capacity on workstations,1 Charge; 2 Add water; 4 Discharge dirt,int,1,2147483647,7,,
Pot/charge/add drainage,Battery - Charging,"When the power is lower than low_battery_with_charge%, the robot returns to the supply point (maintenance point, charging point, work site)",/strategy/console/low_battery_with_charge,Trigger low power,Trigger low power,int,0,100,10,%,
Pot/charge/add drainage,Automatic recovery task after charging,"On: After charging is completed, if the robot has unfinished tasks, the task will continue; Close: After charging is completed, if the robot has unfinished tasks, the robot will not continue the task;",/strategy/console/resume_task_after_auto_charge,Switch to restore tasks after automatic charging is completed,,bool,,,TRUE,,
Pot/charge/add drainage,Charge on demand,"When the power is higher than max_battery_with_charge&, the robot believes that the power is fully charged; Function description: https://gaussian.yuque.com/od6ghz/no74yv/dh1lgp?singleDoc# ""Charging on Demand"" https://gaussian.yuque.com/od6ghz/no74yv/yhspkc?singleDoc# ""Introduction to gs_workstation""",/strategy/console/max_battery_with_charge,"After you charge back, you need to charge this power value before you can get out of the pile",Charging limit protection,int,0,100,97,%,
Pot/charge/add drainage,,,/device/scrubber/charger_stable_time,Charge state detection filter time,,double,0,10,2,秒,
Pot/charge/add drainage,,,/feature/software/ebable_workstation_abilities,Workstation capability configuration,,bool,,,FALSE,,
Pot/charge/add drainage,,,/strategy/gs_work_station/auto_recovery_second,NUll,,int,120,1200,,,
Pot/charge/add drainage,,,/strategy/gs_work_station/open_lora_check_warning,NUll,,bool,,,FALSE,,
Pot/charge/add drainage,lora appointment function,,/strategy/gs_work_station/lora_connect_range,lora signal coverage,Make an appointment only if the pile navigation is smaller than the configuration,double,1,10000,5,,
Pot/charge/add drainage,lora appointment function,"The robot uses Lora to make an appointment workstation before the pile is matched, and then performs a pile after the appointment is made;",/strategy/gs_work_station/need_order,Lora reservation function switch,Does charging point to pile need to make an appointment for lora,bool,,,FALSE,,
Battery power supply category,Virtual power and real power,Use battery feedback information,/device/battery/use_real_electricity,Use real power,Battery charge with battery feedback Green: Use real charge; Gray: Don't use real charge,bool,,,TRUE,,
Battery power supply category,Virtual power and real power,Calculate the battery power based on the detected battery voltage;,/device/battery/use_voltage_level,Use analog power,Fake power (calculated based on voltage) Green: Use analog power; gray: Don't use analog power,bool,,,FALSE,,
Battery power supply category,Virtual power and real power,Calculate the battery power based on the detected battery voltage;,/device/battery/voltage_level,Correlationship between analog power and battery voltage,Calculate the analog power based on the battery voltage.,string,,,"""23.0,23.3,23.6,23.9,24.2,24.5,24.8,25.1,25.4,25.7,26.0""",,
Battery power supply category,Power supply-overcurrent protection,"Function description: https://gaussian.yuque.com/od6ghz/no74yv/pghyd3loh6oqp43t?singleDoc# ""S-line overcurrent protection development document"" https://gaussian.yuque.com/od6ghz/no74yv/rwgqosz1dgdteaty?singleDoc# ""M-line-overcurrent protection development document""",/strategy/chassis/overcurrent_protect/enable_current_monitor,Turn on the current monitoring function switch of the whole machine,,bool,,,,,
Battery power supply category,Power supply-low power shutdown protection,"Function description: When the gs_power_protect/valid parameter is turned on, when the power is lower than dangerous_power_percent, the robot determines whether it is in a safe area. If it is triggered and shuts down; if it is not returned to the safe area; when the power is lower than shut_power_percent, it will directly contact and shut down; https://gaussian.yuque.com/vhfwq2/liysn5/lmclg1wern5hyakc#ZK8P4",/strategy/gs_power_protect/danger_power_percent,Prompt automatic shutdown power threshold,Low with this threshold: Tips,int,5,9,5,,
Battery power supply category,Power supply-low power shutdown protection,"Function description: When the gs_power_protect/valid parameter is turned on, when the power is lower than dangerous_power_percent, the robot determines whether it is in a safe area. If it is triggered and shuts down; if it is not returned to the safe area; when the power is lower than shut_power_percent, it will directly contact and shut down; https://gaussian.yuque.com/vhfwq2/liysn5/lmclg1wern5hyakc#ZK8P4",/strategy/gs_power_protect/shut_power_percent,Automatic shutdown power threshold,Low and this threshold: Trigger the automatic shutdown function,int,1,3,2,,
Battery power supply category,Power supply-low power shutdown protection,"Function description: When the gs_power_protect/valid parameter is turned on, when the power is lower than dangerous_power_percent, the robot determines whether it is in a safe area. If it is triggered and shuts down; if it is not returned to the safe area; when the power is lower than shut_power_percent, it will directly contact and shut down; https://gaussian.yuque.com/vhfwq2/liysn5/lmclg1wern5hyakc#ZK8P4",/strategy/gs_power_protect/valid,Low power automatic shutdown function switch,Turn on: Use the automatic shutdown function with low power,bool,,,FALSE,,
Battery power supply category,Low-L power consumption function,"Function description: If low_power_mode_enable is turned on, there is no timed task in low_power_mode_prohibit_timer, and the robot has been idle for low_power_mode_timer minutes, the robot will perform low function mode; low power function description: https://gaussian.yuque.com/od6ghz/no74yv/yv9vidp23w7s7xya?singleDoc# ""Low Power Consumption Closed Loop Solution""",/strategy/console/low_power_mode_enable,Low-power mode function switch ON/OFF,,bool,,,TRUE,,
Battery power supply category,Low-L power consumption function,"Function description: If low_power_mode_enable is turned on, there is no timed task in low_power_mode_prohibit_timer, and the robot has been idle for low_power_mode_timer minutes, the robot will perform low function mode; low power function description: https://gaussian.yuque.com/od6ghz/no74yv/yv9vidp23w7s7xya?singleDoc# ""Low Power Consumption Closed Loop Solution""",/strategy/console/low_power_mode_prohibit_timer,"N minutes with scheduled task schedule, no low power consumption",,int,10,60,30,,
Battery power supply category,Low-L power consumption function,"Function description: If low_power_mode_enable is turned on, there is no timed task in low_power_mode_prohibit_timer, and the robot has been idle for low_power_mode_timer minutes, the robot will perform low function mode; low power function description: https://gaussian.yuque.com/od6ghz/no74yv/yv9vidp23w7s7xya?singleDoc# ""Low Power Consumption Closed Loop Solution""",/strategy/console/low_power_mode_timer,Idle N minutes into low power configuration (minutes),,int,10,60,30,,
Battery power supply category,Automatic return to pile by SOC power,"Function description: When the soc_switch parameter is turned on; when the power is lower than soc_battery, and the soc voltage soc_voltage is detected, soc_voltage_time seconds are lasting, and reset_count_battery is greater than soc_battery, the robot will return to the charging pile;",/strategy/console/reset_count_battery,Reset battery power,,int,,,35,,
Battery power supply category,Automatic return to pile by SOC power,"Function description: When the soc_switch parameter is turned on; when the power is lower than soc_battery, and the soc voltage soc_voltage is detected, soc_voltage_time seconds are lasting, and reset_count_battery is greater than soc_battery, the robot will return to the charging pile;",/strategy/console/soc_battery,SOC power threshold triggering low power return pile,,int,,,30,,
Battery power supply category,Automatic return to pile by SOC power,"Function description: When the soc_switch parameter is turned on; when the power is lower than soc_battery, and the soc voltage soc_voltage is detected, soc_voltage_time seconds are lasting, and reset_count_battery is greater than soc_battery, the robot will return to the charging pile;",/strategy/console/soc_switch,Function switch for triggering low-power return to piles via SOC voltage,"By detecting the SOC voltage, it is determined that the power is low;",bool,,,FALSE,,
Battery power supply category,Automatic return to pile by SOC power,"Function description: When the soc_switch parameter is turned on; when the power is lower than soc_battery, and the soc voltage soc_voltage is detected, soc_voltage_time seconds are lasting, and reset_count_battery is greater than soc_battery, the robot will return to the charging pile;",/strategy/console/soc_voltage,SOC voltage threshold triggering low power back pile,,int,,,249,,
Battery power supply category,Automatic return to pile by SOC power,"Function description: When the soc_switch parameter is turned on; when the power is lower than soc_battery, and the soc voltage soc_voltage is detected, soc_voltage_time seconds are lasting, and reset_count_battery is greater than soc_battery, the robot will return to the charging pile;",/strategy/console/soc_voltage_time,SOC voltage time threshold triggering low power back pile,,int,,,120,,
地图,Obstacle marking,,/move_base/global_costmap/not_decrease,costmap permanent mark switch,true to open the permanent marker false means close,bool,,,TRUE,,
地图,Expansion distance,,/strategy/coamap_2d/carpet_material_inflation_dis,Carpet material expansion distance,,double,,,0,,
地图,,,/move_base/global_costmap/update_laser_3d/laser_3d_sensor/max_obstacle_height,The highest marking height of 3D laser is adjusted according to the height of the vehicle,Generally not changed,double,,,,,
地图,,,/move_base/global_costmap/update_ultra/check_marker_radius,NUll,,double,,,,,
地图,,,/move_base/global_costmap/update_ultra/use_filter,NUll,,bool,,,,,
地图,,,/move_base/global_costmap/update_ultra/use_predict,NUll,,bool,,,,,
Sensor-camera,Descending area,,/strategy/realsense2/anti_drop_effect_enable,Squinting anti-fall function effective switch (whether it is braked or marked after triggering the anti-fall),,bool,,,TRUE,,
Sensor-camera,Descending area,,/strategy/realsense2/anti_drop_image_boundary_deficiency_detect,Whether to detect drops through the depth map missing,"(It may be effective in some sr300 failure environments, the disadvantage is that this method may be easily triggered by mistake)",bool,,,FALSE,,
Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,/device/anti_drop/anti_drop0/distance_threshold,NUll,,double,0,2,,,
Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,/device/anti_drop/anti_drop0/screened,Anti-fall 0 switch,Green:Shield; Gray:Enable,bool,,,,,
Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,/device/anti_drop/anti_drop1/distance_threshold,NUll,,double,0,2,,,
Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,/device/anti_drop/anti_drop1/screened,Anti-fall 1 switch,Green:Shield; Gray:Enable,bool,,,,,
Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,/device/anti_drop/anti_drop2/distance_threshold,NUll,,double,0,2,,,
Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,/device/anti_drop/anti_drop2/screened,Anti-fall 2 switch,Green:Shield; Gray:Enable,bool,,,,,
Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,/device/anti_drop/anti_drop3/distance_threshold,NUll,,double,0,2,,,
Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,/device/anti_drop/anti_drop3/screened,Anti-fall 3 switch,Green:Shield; Gray:Enable,bool,,,,,
Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,/device/protector/protector4/screened,Anti-collision bar 4 shield,"Turn on:Shield anti-collision bar function, turn off: Turn on anti-collision bar function",bool,,,,,
Sensor-Pneumatic Anti-collision,Anti-collision function (air pressure),,/device/protector/protector7/screened,Anti-collision bar 7 shield,"Turn on:Shield anti-collision bar function, turn off: Turn on anti-collision bar function",bool,,,,,
Sensor-Laser,Laser safety area,,/strategy/laser_filter/safe_area_filter/length_0,Laser safety area 0,,double,0,10,,,
Sensor-Laser,Laser safety area,,/strategy/laser_filter/safe_area_filter/length_1,Laser safety area 1,,double,0,10,,,
Sensor-Laser,Laser safety area,,/strategy/laser_filter/safe_area_filter/width_0,Laser safety area width 0,,double,0,10,,,
Sensor-Laser,Laser safety area,,/strategy/laser_filter/safe_area_filter/width_1,Laser safety area 1 width,,double,0,10,,,
Sensor - Negative Pressure Sensor,Negative pressure detection-,,/device/scrubber/enable_fnl_cali_param,Negative pressure detection whether the calibration parameter switch is used,,bool,,,FALSE,,
Sensor - Negative Pressure Sensor,Negative pressure detection-,,/device/scrubber/enable_fnl_check,Enable negative pressure detection function,,bool,,,TRUE,,
Sensor - Negative Pressure Sensor,Negative pressure detection-,"Function description: By detecting the negative air pressure of the water tank, we can determine whether the sewage suction pipe is blocked and whether it is leaking;",/device/scrubber/suction_pressure_beneath_limit_voltage_setting,Low voltage alarm threshold,Low voltage alarm threshold,string,,,"""2.15,2.10,2.00""",,
Sensor - Negative Pressure Sensor,Negative pressure detection-,"Function description: https://gaussian.yuque.com/od6ghz/no74yv/gu3wn0?singleDoc# ""Negative Pressure Sensor (40/50)""",/device/scrubber/suction_pressure_limit_level_setting,Negative pressure: fan duty cycle,Negative pressure: fan duty cycle,string,,,"""40,50,60""",,
Sensor - Negative Pressure Sensor,Negative pressure detection-,"Function description: https://gaussian.yuque.com/od6ghz/no74yv/gu3wn0?singleDoc# ""Negative Pressure Sensor (40/50)""",/device/scrubber/suction_pressure_over_limit_voltage_setting,High voltage alarm threshold,The voltage is high when the suction fan is blocked,string,,,"""2.41,2.38,2.33""",,
Sensor-Anti-collision,Sensor-Anti-collision bar,,/device/protector/protector_voltage_limit,Minimum effective voltage value mV for air pressure sensor,,int,0,5000,420,,
Sensor-Anti-collision,Sensor-Anti-collision bar,,/device/protector/protector5/screened,防撞条5屏蔽,"Turn on:Shield anti-collision bar function, turn off: Turn on anti-collision bar function",bool,,,,,
Sensor-Anti-collision,Sensor-Anti-collision bar,,/device/protector/protector6/screened,Anti-collision bar 6 shield,"Turn on:Shield anti-collision bar function, turn off: Turn on anti-collision bar function",bool,,,,,
Sensor-ultrasound,The order in which the lower computer accesses this ultrasound,,/device/ultrasonic/ultrasonic0/mcu_access_precedence,超声0,The order in which the lower computer accesses this ultrasound,int,0,7,,,
Sensor-ultrasound,The order in which the lower computer accesses this ultrasound,,/device/ultrasonic/ultrasonic1/mcu_access_precedence,超声1,The order in which the lower computer accesses this ultrasound,int,0,7,,,
Sensor-ultrasound,The order in which the lower computer accesses this ultrasound,,/device/ultrasonic/ultrasonic2/mcu_access_precedence,超声2,The order in which the lower computer accesses this ultrasound,int,0,7,,,
Sensor-ultrasound,The order in which the lower computer accesses this ultrasound,,/device/ultrasonic/ultrasonic3/mcu_access_precedence,超声3,The order in which the lower computer accesses this ultrasound,int,0,7,,,
Sensor-ultrasound,The order in which the lower computer accesses this ultrasound,,/device/ultrasonic/ultrasonic4/mcu_access_precedence,超声4,The order in which the lower computer accesses this ultrasound,int,0,7,,,
Sensor-ultrasound,The order in which the lower computer accesses this ultrasound,,/device/ultrasonic/ultrasonic5/mcu_access_precedence,超声5,The order in which the lower computer accesses this ultrasound,int,0,7,,,
Sensor-ultrasound,Ultrasonic shielding function switch,,/device/ultrasonic/ultrasonic0/screened,Ultrasonic 0 switch,Close: Use ultrasound; Turn on: Don't use ultrasound,bool,,,,,
Sensor-ultrasound,Ultrasonic shielding function switch,,/device/ultrasonic/ultrasonic1/screened,Ultrasonic 1 switch,Close: Use ultrasound; Turn on: Don't use ultrasound,bool,,,,,
Sensor-ultrasound,Ultrasonic shielding function switch,,/device/ultrasonic/ultrasonic2/screened,Ultrasonic 2 switch,Close: Use ultrasound; Turn on: Don't use ultrasound,bool,,,,,
Sensor-ultrasound,Ultrasonic shielding function switch,,/device/ultrasonic/ultrasonic3/screened,Ultrasonic 3 switch,Close: Use ultrasound; Turn on: Don't use ultrasound,bool,,,,,
Sensor-ultrasound,Ultrasonic shielding function switch,,/device/ultrasonic/ultrasonic4/screened,Ultrasonic 4 switch,Close: Use ultrasound; Turn on: Don't use ultrasound,bool,,,,,
Sensor-ultrasound,Ultrasonic shielding function switch,,/device/ultrasonic/ultrasonic5/screened,Ultrasonic 5 switch,Close: Use ultrasound; Turn on: Don't use ultrasound,bool,,,,,
传感器,Main laser noise filtering,"Function description: https://gaussian.yuque.com/rh21ns/ge7rk8/ul2idfi6eshi9hu2?singleDoc# ""Phantas Security Banner Solution""",/strategy/scan_filters/special_angle_cluster_filter,Laser noise filtering function switch,"If a small flag is installed on the robot, you need to turn on this parameter;",bool,,,FALSE,,
传感器,Small pupil laser-anti-collision,Function description: https://gaussian.yuque.com/perception/documents/ygu8129ir5h42bgx,/device/function_safe_board/mcu1_obstacle/screened,Left obstacle avoidance pupil,,bool,,,,,
传感器,Small pupil laser-anti-collision,Function description: https://gaussian.yuque.com/perception/documents/ygu8129ir5h42bgx,/device/function_safe_board/mcu2_obstacle/screened,Right obstacle avoidance pupil,,bool,,,,,
传感器,Small pupil laser-proof drop,Function description: https://gaussian.yuque.com/perception/documents/ygu8129ir5h42bgx,/device/function_safe_board/mcu1_drop/screened,Left defense to fall small pupil,,bool,,,,,
传感器,Small pupil laser-proof drop,Function description: https://gaussian.yuque.com/perception/documents/ygu8129ir5h42bgx,/device/function_safe_board/mcu2_drop/screened,Right anti-fall pupil,,bool,,,,,
传感器,Small pupil-stranger laser low obstacle detection,Function description: https://gaussian.yuque.com/perception/documents/nxdpqgs6qxttx33c,/strategy/lean_lidar_pipeline/nonground_obstacle_height_min,XD1Q algorithm cannot find the absolute obstacle height detected when the ground is on,,double,0,0.1,0.04,,
传感器,Small pupil-stranger laser low obstacle detection,Function description: https://gaussian.yuque.com/perception/documents/nxdpqgs6qxttx33c,/strategy/lean_lidar_pipeline/nonground_obstacle_height_min2,Absolute height detection threshold for XD1F,,double,0,0.1,0.035,,
传感器,Small pupil-stranger laser low obstacle detection,Function description: https://gaussian.yuque.com/perception/documents/nxdpqgs6qxttx33c,/strategy/lean_lidar_pipeline/obstacle_height_thresh,Range difference threshold for XD1Q obstacle detection,,double,0,0.1,0.04,,
传感器,Small pupil-stranger laser low obstacle detection,Function description: https://gaussian.yuque.com/perception/documents/nxdpqgs6qxttx33c,/strategy/lean_lidar_pipeline/obstacle_height_thresh2,XD1F obstacle detection range difference threshold,,double,0,0.1,0.04,,
传感器,Camera anti-fall,,/strategy/camera_anti_drop_enable,Enable camera drop-proof function,,bool,,,,,
传感器,,,/strategy/laser_obscured/obscured_propotion_thresh,NUll,,double,0,1,0.8,,
PNC motion control,Narrow channel identification and passage,,/strategy/narrow_path/path_type,Narrow channel type,"0 is the default value, if you can plan it, pass it; 1 is over the narrow path; 2 is over the narrow path; 40 and 50 are the same",int,0,2,1,,
PNC motion control,Narrow channel identification and passage,,/strategy/narrow_path/use_narrow_map,Narrow channel switch,true is on; false is closed,bool,,,FALSE,,
PNC motion control,Running speed-speed setting (follow line),,/strategy/follow_base/speed_level_setting,The program is not called; speed setting (follow the line),,string,,,"""0.4,0.6,0.8,1.2""",,
PNC motion control,Running speed-speed setting (navigation),,/strategy/goal_base/speed_level_setting,The program is not called; speed setting (navigation),The path to navigation speed is launch/PNC/2.0/param/pnc/gaussian.yaml. Find the max_velocity_linear parameter in the constraint field (this machine defaults to 1.2). Just modify the desired value and restart the machine to take effect.,string,,,"""0.4,0.5,0.6""",,
PNC motion control,Running speed - speed level (follow line),,/strategy/follow_base/speed_level,The program is not called; speed level (follow the line),,int,,,-1,,
PNC motion control,Running speed - speed level (navigation),,/strategy/goal_base/speed_level,The program is not called; speed level (navigation),,int,,,-1,,
PNC motion control,Efficiency mode function,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/ws1kaxfkgyopmpbn?singleDoc# ""Autocover4.0 Efficiency Improvement Deployment Instructions""",/strategy/move_base/efficiency_submode,Efficiency mode function switch,1: The robot will run at the fastest acceleration,int,0,1,0,,
PNC motion control,Edge running parameters,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# ""Introduction to the Edge Capability & Parameter Modification""",/strategy/depthcam_fusion/is_wall_line_switch_on,Identify wall line function switch,,bool,,,TRUE,,
PNC motion control,Edge running parameters,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# ""Introduction to the Edge Capability & Parameter Modification""",/strategy/edge_planner/obstacle_max_safe_buffer,"When there are obstacles around, the maximum buffer for the edge is",,double,0,0.1,0.075,,
PNC motion control,Edge running parameters,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# ""Introduction to the Edge Capability & Parameter Modification""",/strategy/fwc/skirting_distance,PSD edge distance,,double,0,0.03,0,,
PNC motion control,Edge running parameters,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# ""Introduction to the Edge Capability & Parameter Modification""",/strategy/move_base/use_virtual_wall_edge,Edge virtual wall function switch,,bool,,,TRUE,,
PNC motion control,Edge running parameters,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# ""Introduction to the Edge Capability & Parameter Modification""",/strategy/pnc/edge_scenario/enable_detect_ex_corner,Identify the positive corner function switch,,bool,,,,,
PNC motion control,Edge running parameters,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# ""Introduction to the Edge Capability & Parameter Modification""",/strategy/pnc/edge_scenario/enable_detect_in_corner,Identify the corner function switch,,bool,,,,,
PNC motion control,Edge running parameters,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# ""Introduction to the Edge Capability & Parameter Modification""",/strategy/pnc/edge_scenario/enable_follow_edge,Wear master switch,,bool,,,,,
PNC motion control,Edge running parameters,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# ""Introduction to the Edge Capability & Parameter Modification""",/strategy/pnc/edge_scenario/enable_follow_virtual_wall_lines,Edge virtual wall function switch,,bool,,,,,
PNC motion control,Edge running parameters,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# ""Introduction to the Edge Capability & Parameter Modification""",/strategy/pnc/edge_scenario/follow_edge_min_safe_distance,Minimum distance for sticking,,double,0,0.05,,,
PNC motion control,Edge running parameters,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# ""Introduction to the Edge Capability & Parameter Modification""",/strategy/pnc/edge_scenario/follow_obstacle_max_safe_distance,Maximum distance for edge obstacles,,double,0,0.2,,,
PNC motion control,Edge running parameters,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# ""Introduction to the Edge Capability & Parameter Modification""",/strategy/realtime_auto_cover/enable_wall_tracking,Real-time automatic coverage of the welt switch,关闭：贴边能力恢复位整机合并版改动前状态，确保清洁效率打开：保证现有贴边优化效果，提升清洁效果；,bool,,,TRUE,,
PNC motion control,Edge running parameters,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# ""Introduction to the Edge Capability & Parameter Modification""",/strategy/realtime_auto_cover/safe_distance,Automatically cover the edge distance in real time (M-line edge),,double,,,0.04,,
PNC motion control,Edge running parameters,"Function description: https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# ""Introduction to the Edge Capability & Parameter Modification""",/strategy/realtime_auto_cover/use_virtual_wall_tracking,Real-time automatic coverage of virtual wall switch,Affects the virtual wall function of M-line stickers and does not affect the virtual wall function of S-line stickers,bool,,,FALSE,,
PNC motion control,Detect distances in special areas in advance,,/strategy/move_base/path_check_length,"Check the distance of special areas (carpets, speed bumps, etc.) in advance",,double,,,30,,
PNC motion control,绕大圈,"When the narrow path is blocked by an obstacle, the planned obstacle avoidance path may be detoured from a distance. In order to prohibit this phenomenon, the system will compare the length of the newly generated path and the original path (skipped part). If the length difference max_path_length_diff and ratio max_path_length_quotien exceed a certain range, the newly generated path needs to be discarded; if using_further_planner is opened, the newly generated path is used; Function description: https://gaussian.yuque.com/dyswnp/newbie/kye9ne?singleDoc# ""Move_base related configuration instructions""",/strategy/goal_base/max_path_length_diff,The program is not called; the maximum circle is determined to be poor,,double,,,15,,
PNC motion control,绕大圈,"When the narrow path is blocked by an obstacle, the planned obstacle avoidance path may be detoured from a distance. In order to prohibit this phenomenon, the system will compare the length of the newly generated path and the original path (skipped part). If the length difference max_path_length_diff and ratio max_path_length_quotien exceed a certain range, the newly generated path needs to be discarded; if using_further_planner is opened, the newly generated path is used; Function description: https://gaussian.yuque.com/dyswnp/newbie/kye9ne?singleDoc# ""Move_base related configuration instructions""",/strategy/goal_base/max_path_length_quotien,The program is not called; the maximum circle is determined by determining the ratio,,double,,,3,,
PNC motion control,绕大圈,"When the narrow path is blocked by an obstacle, the planned obstacle avoidance path may be detoured from a distance. In order to prohibit this phenomenon, the system will compare the length of the newly generated path and the original path (skipped part). If the length difference max_path_length_diff and ratio max_path_length_quotien exceed a certain range, the newly generated path needs to be discarded; if using_further_planner is opened, the newly generated path is used; Function description: https://gaussian.yuque.com/dyswnp/newbie/kye9ne?singleDoc# ""Move_base related configuration instructions""",/strategy/goal_base/path_safe_stopping_distance,The program is not called; path safety checks the speed reduction distance,,double,,,1,,
PNC motion control,绕大圈,"When the narrow path is blocked by an obstacle, the planned obstacle avoidance path may be detoured from a distance. In order to prohibit this phenomenon, the system will compare the length of the newly generated path and the original path (skipped part). If the length difference max_path_length_diff and ratio max_path_length_quotien exceed a certain range, the newly generated path needs to be discarded; if using_further_planner is opened, the newly generated path is used; Function description: https://gaussian.yuque.com/dyswnp/newbie/kye9ne?singleDoc# ""Move_base related configuration instructions""",/strategy/goal_base/using_further_planner,The program is not called; large circles are allowed after timeout,,bool,,,TRUE,,
PNC motion control,Front safety inspection and backing,"Function description: The system will check the front safety under multiple conditions, such as task start and (controller switch), local planner planning failed, global planner planning failed, forward path inspection is unsafe, collision of anti-collision bars and costmap.",/strategy/move_base/allow_backward,The program is not called; backing is allowed,,bool,,,TRUE,,
PNC motion control,Front safety inspection and backing,"Function description: The system will check the front safety under multiple conditions, such as task start and (controller switch), local planner planning failed, global planner planning failed, forward path inspection is unsafe, collision of anti-collision bars and costmap.",/strategy/move_base/backward_check_dis,"The program is not called; it is for the front check range. If there is an obstacle within this distance, it starts to back off.",,double,,,-0.2,,
PNC motion control,Front safety inspection and backing,"Function description: The system will check the front safety under multiple conditions, such as task start and (controller switch), local planner planning failed, global planner planning failed, forward path inspection is unsafe, collision of anti-collision bars and costmap.",/strategy/move_base/backward_to_dis,The program is not called; for the backward distance,,double,,,0.3,,
PNC motion control,Road network function,ROBOTPLAN-3986,/strategy/path_recorder/one_lane_width,75 single lane same-way width threshold,,double,0,10,3,,
PNC motion control,Road network function,ROBOTPLAN-3986,/strategy/path_recorder/use_spiral_opt,75 Whether to use helical lines to optimize the coverage path curvature switch,,bool,,,FALSE,,
