﻿﻿﻿分类,功能,功能说明,参数位置,参数名称,参数释义,参数类型,"下
限","上
限","默认
值","参数
单位",备注
Scan the picture/positioning/preliminary,Scan the map - Area limit,,/gaussian_mapping_v5/MAPPING/map_warn_options/second_mapping_area_ratio_threshold,Tip: The map area threshold value of the map will be forced to be saved,"When the threshold exceeds, the map will be saved forcibly.",double,,,0.9,,
Scan the picture/positioning/preliminary,Scan the map - Area limit,,/gaussian_mapping_v5/MAPPING/map_warn_options/third_mapping_area_ratio_threshold,Triggers the map area threshold for forced saving of the map,"When the threshold is exceeded, a forced save map is triggered.",double,,,1,,
Scan the picture/positioning/preliminary,Scan the picture - Memory limit,"Online version: Offline version: Function description: When the memory usage exceeds first_mapping_memory_used_threshold, the APP prompts to save the map as soon as possible; when the memory usage exceeds second_mapping_memory_used_threshold, the map will be forced to be saved. When the memory usage exceeds third_mapping_memory_used_threshold, the map will be forced to be saved.",/gaussian_mapping_v5/MAPPING/map_warn_options/first_mapping_memory_used_threshold,Tip to save the memory usage threshold of the map as soon as possible,"When the threshold exceeds, please save the map as soon as possible.",double,,,0.84,,
Scan the picture/positioning/preliminary,Scan the picture - Memory limit,"Online version: Offline version: Function description: When the memory usage exceeds first_mapping_memory_used_threshold, the APP prompts to save the map as soon as possible; when the memory usage exceeds second_mapping_memory_used_threshold, the map will be forced to be saved. When the memory usage exceeds third_mapping_memory_used_threshold, the map will be forced to be saved.",/gaussian_mapping_v5/MAPPING/map_warn_options/second_mapping_memory_used_threshold,Tip: The memory usage threshold of the map will be forced to be saved,"When the threshold exceeds, the map will be saved forcibly.",double,,,0.87,,
Scan the picture/positioning/preliminary,Scan the picture - Memory limit,"Online version: Offline version: Function description: When the memory usage exceeds first_mapping_memory_used_threshold, the APP prompts to save the map as soon as possible; when the memory usage exceeds second_mapping_memory_used_threshold, the map will be forced to be saved. When the memory usage exceeds third_mapping_memory_used_threshold, the map will be forced to be saved.",/gaussian_mapping_v5/MAPPING/map_warn_options/third_mapping_memory_used_threshold,Triggers the memory usage threshold for forced saving of the map,"When the threshold is exceeded, a forced save map is triggered.",double,,,0.9,,
Scan the picture/positioning/preliminary,Scanning speed limit,"Online version: Offline version: Function description: When scanning the picture, the robot's linear speed will be limited to linear_speed_threshold, and the robot's angular speed will be limited to angle_speed_threshold;",/gaussian_mapping_v5/MAPPING/map_warn_options/linear_speed_threshold,The maximum scanning line speed of the machine,Limit the maximum scanning speed of the robot,double,,,1.3,,
Scan the picture/positioning/preliminary,Hide point selection function,Function description: https://gaussian.yuque.com/vhfwq2/zc0zl8/ky9rr0bvghbcku6p,/strategy/console/disable_select_point_init,Hide point selection function switch,,bool,,,FALSE,,
Scan the picture/positioning/preliminary,Hide point selection function,,/strategy/console/disable_select_point_init_new,Hide point selection function switch,,bool,,,FALSE,,
Equipment inspection,Equipment work restrictions,"Function description: There are restrictions on the work between devices, such as: the brush disk is not put down, and the brush disk does not rotate;",/device/scrubber/enable_device_limit,Enable device limiting function,Equipment limit switch,bool,,,TRUE,,
Equipment inspection,Equipment status detection,,/strategy/console/check_device_time,Equipment detection time,"The original /strategy/console/check_device_time is divided into three: control the filtering time of clean water, sewage and electricity of the upper computer respectively.",int,0,3600,5,,
Equipment inspection,Equipment status detection,,/strategy/console/clean_water_empty_filter_time,Clean water tank water filtration time,"After the clean water tank reaches 0% and continues/clean_water_empty_filter_time, the newspaper clean water tank is empty;",int,0,3600,10,,
Equipment inspection,Equipment status detection,,/strategy/console/dirty_water_full_filter_time,Sewage tank full filtration time,"After the sewage tank reaches 100% and continues to dirty_water_full_filter_time, the newspaper water tank is empty;",int,0,3600,10,,
Equipment inspection,Device self-test function,https://gaussian.yuque.com/od6ghz/no74yv/xgyzeu55lp2p56tb?singleDoc# 《S-滚刷在位检测》关闭：任务自检时，不会检测尘盒、HEPA等是否在位；打开：,/device/scrubber/enable_get_device_limits,Device self-test function switch,"1. Adjust the original negative pressure data check part. When the negative pressure value is abnormal, it is necessary to continue to monitor the speed of the air suction motor in the vacuum cleaner task mode; 2. Negative pressure blockage detection and air suction motor speed detection are independent. Both data need to be continuously monitored in the vacuum cleaner mode, and both alarms must be issued when abnormal; 3. Alarm issuance and clearing part: a. Perceive the alarms of 10184 and 10185, and the checker converts them according to the advanced parameters /device/scrubber/enable_fnl_influence_task (default false) (false means H1 alarm, true means H4 alarm) b. Alarm clearing is also based on the 10184 and 10185 alarms;",bool,,,TRUE,,
Equipment inspection,Pedal in-position detection,,/device/scrubber/enable_seat_switch,Enable pedal detection function,true: detect the pedal lift and lower; false: detect the pedal lift and lower;,bool,,,TRUE,,
Equipment control-side brush motor,,,/device/scrubber/left_side_brush_reverse,The left brush motor rotates inverted,,bool,,,FALSE,,
Equipment control-side brush motor,Side brush speed level,,/device/scrubber/side_brush_spin_level_setting,Side brush speed level setting,Side brush rotation level setting,string,,,"""40,40,40""",,
Equipment control-side brush lift motor,,,/device/scrubber/side_brush_down_full_time,NUll,,int,0,200000,9000,,
Equipment control-side brush lift motor,,,/device/scrubber/side_brush_lift_motor_overload_current_threshold,Side brush lift motor overcurrent protection threshold unit mA,,int,0,10000,1000,,
Equipment control-side brush lift motor,,,/device/scrubber/side_brush_lift_motor_overload_time_threshold,Side brush lift motor overcurrent protection running time threshold unit ms,,int,0,200000,2000,,
Equipment control-side brush lift motor,,,/device/scrubber/side_brush_position_level_setting,Side brush height level setting,Side brush height level setting,string,,,"""10,6,2""",,
Equipment control-side brush lift motor,,,/device/scrubber/side_brush_position_level_setting,Side brush height level setting,Side brush height level setting,string,,,"""10,6,2""",,
Equipment control-dust push,Equipment control-dust push,,/device/scrubber/dust_push_spin_level_setting,Dust push speed level setting,Dust push speed level setting,string,,,"""20,60,100""",,
Equipment control-dust push,Equipment control-dust push self-cleaning,,/device/scrubber/dust_push_clean_max_idle_duration,Dust push to clean your free time,Dust push to clean your free time,double,0,3600,1200,,
Equipment control-dust push,Equipment control-dust push self-cleaning,,/device/scrubber/dust_push_clean_max_work_duration,Dust push self-cleaning work time,Dust push self-cleaning work time,double,0,3600,60,,
Equipment control-dust push,Equipment control-dust push self-cleaning,,/device/scrubber/dust_push_clean_spin_level_setting,Dust push self-cleaning rotation level setting,Dust push self-cleaning rotation level setting,string,,,"""20,60,100""",,
Equipment control-rolling brush motor,,,/device/scrubber/brush_electric_signal_continued_duration,Filtering time unit ms triggered by rolling brush current,,int,,,3000,,
Equipment control-rolling brush motor,,,/device/scrubber/brush_electric_signal_deviation_ratio,NUll,,int,0,10,2,,
Equipment control-rolling brush motor,,,/device/scrubber/rolling_brush_pressure_level_setting,Roller brush pressure level settings,Roller brush pressure level setting (current value),string,,,"""10,15,20""",,
Equipment control-rolling brush motor,,,/device/scrubber/rolling_brush_shift_position,Rolling brush shift position,Rolling brush shift position,double,0,1000000,17,,
Equipment control-rolling brush motor,,,/device/scrubber/rolling_brush_spin_level_setting,Rotating brush motor speed level,,string,,,"""15,25,33""",,
Equipment control-rolling brush motor,Roller brush height adaptive,Function description: https://gaussian.yuque.com/vhfwq2/ght2yy/upccut?,/device/scrubber/enable_rolling_brush_self_adaption,Roller brush adaptive switch,Enable rolling brush adaptive,bool,,,FALSE,,
Equipment control-rolling brush motor,Equipment control-drying (rolling brush self-cleaning),,/device/scrubber/rolling_brush_self_cleaning_increased_level,Added value for self-cleaning speed of roller brush,Rolling brush self-cleaning The front rolling brush increases the speed by x%,int,,,15,,
Equipment control-water jet motor,Regularly spray large amount of water to clean the outlet,"Function description: https://gaussian.yuque.com/vhfwq2/lqmk5f/gboqfdmxdakkatly?singleDoc# ""50/S large-scale water flushing pipeline demand"" https://gaussian.yuque.com/od6ghz/no74yv/wfozmwfkoa30w9lt?singleDoc# ""M-line-intermittent water spray, infiltration, regular flushing spout logic""",/device/scrubber/flush_with_high_water_flow_distance,Large water spray distance,,double,0,100,6,,
Equipment control-water jet motor,Regularly spray large amount of water to clean the outlet,"Function description: https://gaussian.yuque.com/vhfwq2/lqmk5f/gboqfdmxdakkatly?singleDoc# ""50/S large-scale water flushing pipeline demand"" https://gaussian.yuque.com/od6ghz/no74yv/wfozmwfkoa30w9lt?singleDoc# ""M-line-intermittent water spray, infiltration, regular flushing spout logic""",/device/scrubber/flush_with_high_water_flow_duration,The length of time for large amounts of water spray,,double,30,120,60,,
Equipment control-water jet motor,Regularly spray large amount of water to clean the outlet,"Function description: https://gaussian.yuque.com/vhfwq2/lqmk5f/gboqfdmxdakkatly?singleDoc# ""50/S large-scale water flushing pipeline demand"" https://gaussian.yuque.com/od6ghz/no74yv/wfozmwfkoa30w9lt?singleDoc# ""M-line-intermittent water spray, infiltration, regular flushing spout logic""",/device/scrubber/flush_with_high_water_flow_interval,The interval between large amounts of water spray,,double,3600,36000,7200,,
Equipment Control-Cleaner Pump,,Function description: https://gaussian.yuque.com/vhfwq2/yrna1b/tr33x5,/device/scrubber/detergent_level_setting,Cleaner grade settings,,string,,,"""30,60,90""",,
Equipment Control-Cleaner Pump,Equipment control-pharmaceuticals (oil cleaning),,/strategy/console/clean_effect_test_area_max,NUll,,int,,,10,,
Equipment Control-Cleaner Pump,Equipment control-pharmaceuticals (oil cleaning),,/strategy/console/clean_effect_test_area_min,NUll,,int,,,2,,
Equipment Control-Cleaner Pump,Equipment control-pharmaceuticals (oil cleaning),https://gaussian.yuque.com/vhfwq2/mi5d16/id6ugt,/strategy/console/clean_water_consumption_level,The oil pollution task triggers the water volume threshold back to the workstation by default,Clean water consumption level,int,,,29,,
Equipment Control-Cleaner Pump,Equipment control-pharmaceuticals (oil cleaning),Function description: https://gaussian.yuque.com/vhfwq2/yrna1b/tr33x5,/strategy/console/dirty_water_consumption_level,The oil pollution task triggers the sewage threshold back to the workstation by default,Sewage accumulation level,int,,,60,,
Equipment Control-Cleaner Pump,Heavy oil removal,Function description: https://gaussian.yuque.com/vhfwq2/yrna1b/tr33x5,/strategy/console/battery_consumption_level,Oil pollution tasks trigger back to the workstation's low power threshold by default,Low power level,int,,,45,,
Equipment Control-Equipment Life,,,/device/scrubber/left_side_brush_usage_alert,Left brush service life,Left brush service life,double,0,100000,2000,,
Equipment Control-Equipment Life,,,/device/scrubber/right_side_brush_usage_alert,The service life of the brush on the right,The service life of the brush on the right,double,0,100000,2000,,
Equipment Control-Brushing Motor,,,/device/scrubber/enable_left_brush,Enable left brushing motor,,bool,,,,,
Equipment Control-Brushing Motor,,,/device/scrubber/enable_right_brush,Enable right-hand brushing motor,,bool,,,,,
Equipment Control-Brushing Motor,Overload processing of brush disk motor,,/device/scrubber/brush_motor_current_limit,NUll,,int,,,12000,,
Equipment control-Brushing plate lift motor,,,/device/scrubber/brush_down_current_threshold,Brushing disc motor reduce current threshold,,double,0,20,0,,
Equipment control-Brushing plate lift motor,,,/device/scrubber/brush_down_full_time,Time to fully drop the brushing motor,,int,0,20000,5000,,
Equipment control-Brushing plate lift motor,,,/device/scrubber/brush_down_half_time,Time to take for the brushing motor to drop halfway,,int,0,10000,2500,,
Equipment control-Brushing plate lift motor,,,/device/scrubber/brush_down_pwm,Reduce power by brushing disk,,int,0,100,0,,
Equipment control-Brushing plate lift motor,,,/device/scrubber/brush_up_current_threshold,Brushing disc motor rising current threshold,,double,0,20,0,,
Equipment control-Brushing plate lift motor,,,/device/scrubber/brush_up_half_time,Crystal plane machine: low position-mid position time,,int,0,10000,3000,,
Equipment control-Brushing plate lift motor,,,/device/scrubber/brush_up_pwm,Brush disk up power,,int,0,100,0,,
Equipment control-Brushing plate lift motor,,,/device/scrubber/rolling_brush_position_level_setting,Rolling brush height level setting,Roller brush height level setting (stroke value),string,,,"""34,30,26""",,
Equipment control-Stop washing in advance,,,/strategy/follow_base/max_stop_water_distance,Maximum water shutdown distance,,double,,,,,
Equipment control-Stop washing in advance,,,/strategy/follow_base/min_stop_water_distance,Minimum water shutdown distance,,double,,,,,
Equipment Control-Atomizer,,,/device/scrubber/disinfection_storage_max_time,Maximum time for disinfectant to be placed,Maximum time for disinfectant to be placed,double,0,10000,72,,
Equipment Control-Atomizer,,,/device/scrubber/enable_disinfection_storage_warning,Enable the alarm function for too long to place the disinfectant liquid,Alarm when the disinfectant is placed for too long,bool,,,FALSE,,
Equipment Control-Atomizer,,https://gaussian.yuque.com/od6ghz/no74yv/ogd6mt?singleDoc# 《消杀功能设计文档（40/50）》,/device/scrubber/mist_bag_low_level_continued_duration,Disinfection tank low liquid level duration,,double,0,10000,10,,
Equipment Control-Atomizer,,https://gaussian.yuque.com/od6ghz/no74yv/ogd6mt?singleDoc# 《消杀功能设计文档（40/50）》,/device/scrubber/mist_box_low_level_continued_duration,Disinfection low liquid level duration,Disinfection low liquid level duration,double,0,10000,3,,
Equipment Control-Atomizer,,https://gaussian.yuque.com/od6ghz/no74yv/ogd6mt?singleDoc# 《消杀功能设计文档（40/50）》,/device/scrubber/mist_liquid_supply_timeout_duration,V3.0 disinfection and rehydration timeout time,V3.0 disinfection and rehydration timeout time,double,0,1000000,600,,
Equipment Control-Atomizer,,https://gaussian.yuque.com/od6ghz/no74yv/ogd6mt?singleDoc# 《消杀功能设计文档（40/50）》,/device/scrubber/mist_spray_distance_level_setting,Spray distance level setting,Spray distance level setting,string,,,"""30,60,100""",,
Equipment Control-Atomizer,,https://gaussian.yuque.com/od6ghz/no74yv/ogd6mt?singleDoc# 《消杀功能设计文档（40/50）》,/device/scrubber/mist_spray_rest_working_duration,Spray/scent duration when still,Spray/scent duration when still,double,0,10000,5,,
Equipment Control-Atomizer,,https://gaussian.yuque.com/od6ghz/no74yv/ogd6mt?singleDoc# 《消杀功能设计文档（40/50）》,/device/scrubber/mist_spray_work_min_speed,Minimum linear speed for spray operation,Minimum linear speed to trigger the operation of the spray motor,double,0,10000,0,,
Equipment control-wind suction motor,,,/device/scrubber/fan_level_setting,Air suction level setting,Air suction level setting,string,,,"""40,60,80""",,
Equipment control-squeezing lift motor,Overcurrent detection of squeegee lift motor,,/device/scrubber/squeegee_lift_motor_overload_current_threshold,Overload current threshold of squeegee lift motor,,int,0,10000,1000,,
Equipment control-squeezing lift motor,Overcurrent detection of squeegee lift motor,,/device/scrubber/squeegee_lift_motor_overload_time_threshold,Overload time threshold of squeegee lift motor,,int,0,200000,2000,,
Equipment control-squeezing lift motor,Lifting time control of squeegee lifting motor,,/device/scrubber/squeegee_down_full_time,NUll,,int,0,200000,9000,,
Equipment control-Aromatic,,,/device/scrubber/aromatherapy_concentration_level_setting,Aromatherapy concentration configuration time (spray time & dissipation time),Aromatherapy concentration configuration (unit: seconds),string,,,"""40,20,45,10,60,10""",,
Other equipment-Emergency stop,Emergency stop and self-recovery,"The self-recovery emergency stop is immediately stopped when the emergency stop is pressed for the first time. After pressing the emergency stop for the second time, the emergency stop is released and switch to manual mode. https://gaussian.yuque.com/od6ghz/no74yv/ik3ds7prpbzggv1i?singleDoc# ""Emergency Stop Self-Recovery""",/device/mcu/emergency_type,Emergency Stop Switch Type,0: Non-self-recovery emergency stop hardware 1: For self-recovery emergency stop hardware,int,0,1,0,,
Other equipment-Emergency stop,Emergency stop and self-recovery,"自恢复急停在第一次按下急停时，机器人立即停止。 After pressing the emergency stop for the second time, the emergency stop is released and switch to manual mode. https://gaussian.yuque.com/od6ghz/no74yv/ik3ds7prpbzggv1i?singleDoc# ""Emergency Stop Self-Recovery""",/strategy/console/emergency_auto_resume_enabled,Emergency stop self-recovery function switch,,bool,,,TRUE,,
Other equipment-Emergency stop,Emergency stop and self-recovery,"The self-recovery emergency stop is immediately stopped when the emergency stop is pressed for the first time. After pressing the emergency stop for the second time, the emergency stop is released and switch to manual mode. https://gaussian.yuque.com/od6ghz/no74yv/ik3ds7prpbzggv1i?singleDoc# ""Emergency Stop Self-Recovery""",/strategy/console/emergency_auto_resume_global_enabled,AIO1.2 emergency stop self-recovery global support,,bool,,,FALSE,,
Other equipment-Emergency stop,Emergency stop and self-recovery,"The self-recovery emergency stop is immediately stopped when the emergency stop is pressed for the first time. After pressing the emergency stop for the second time, the emergency stop is released and switch to manual mode. https://gaussian.yuque.com/od6ghz/no74yv/ik3ds7prpbzggv1i?singleDoc# ""Emergency Stop Self-Recovery""",/strategy/console/emergency_auto_resume_method,急停自恢复恢复策略,,int,0,864000000,1,,
Other equipment-Emergency stop,Emergency stop and self-recovery,"自恢复急停在第一次按下急停时，机器人立即停止。 After pressing the emergency stop for the second time, the emergency stop is released and switch to manual mode. https://gaussian.yuque.com/od6ghz/no74yv/ik3ds7prpbzggv1i?singleDoc# ""Emergency Stop Self-Recovery""",/strategy/console/emergency_auto_resume_wait_duration,Countdown time for emergency stop self-recovery,,int,0,864000000,30,,
Equipment life,Equipment life,,/device/scrubber/dust_push_usage_alert,Dust push cloth service life,Dust push cloth service life,double,0,100000,20,,
Equipment life,Equipment life,,/device/scrubber/ordinary_dust_push_usage_alert,Service life of ordinary dust push,Service life of ordinary dust push,double,0,100000,2000,,
Equipment life,Equipment life,,/device/scrubber/rolling_brush_usage_alert,Rolling brush service life,Rolling brush service life,int,0,1000000,2000,,
Equipment life,Equipment life,,/device/track_motor/mileage_alert,No longer used,,int,0,1000000,,,
Manual mode,Manual mode acceleration and decreasing speed,,/device/mcu/backward_dec,"Back-deceleration speed in manual mode, 1..500",,int,0,500,,,
Manual mode,Manual mode acceleration and decreasing speed,,/device/mcu/forward_dec,"Forward deceleration in manual mode, 1..500",,int,0,500,500,,
Manual mode,Power handle function,https://gaussian.yuque.com/huofeng-private-group-1780/cowork/ddrbvq,/labor_saving/environment,Ground environment,,string,,,"""normal""",,
Manual mode,Power-assist function switch (software),,/strategy/chassis/enable_labor_saving,Enable Assist Mode Function (Software),Assist mode switch,bool,,,FALSE,,
梯控,,,/strategy/console/elevator_behavior_mode,"Based on this parameter, the robot determines whether it is optimized according to the original ladder control process or supports waiting timeout processing strategy.",0: Default escalation process 1: Supports optimization of waiting timeout processing strategy,int,,,1,,
梯控,Call time interval,"Note: You cannot set these parameters too short. If the settings are too short, it will cause the effect of continuous buttons, resulting in cancellation of the buttons on the corresponding floor, and calling the elevator again, the elevator door will open again; (Repeat will cause the elevator door to be unable to close;)",/strategy/elevator_controller/elevator_communication_interval,"Call time interval, calculation method is (n+1)*500 milliseconds",,int,1,2000,3,,
梯控,梯控,,/strategy/elevator_controller/elevator_strategy,Added new policy robust,"String The policies are positive, balance, negative, and robust",string,,,"""balance""",,
梯控,梯控,,/strategy/elevator_controller/take_elevator_retry_times,"The number of retry times for ladder control, unit times, except for the number of other retry times for ladder entering and exiting",,int,0,864000,5,,
梯控,Ladder control-ladder,,/strategy/elevator_controller/take_elevator_timeout,Timeout time for stairs,,int,0,864000,1200,,
梯控,Ladder control-outlet,,/strategy/elevator_base/cut_off_dis,The distance from the end point of the ladder path to the ladder point,,double,,,1.5,,
梯控,Ladder control-outlet,,/strategy/elevator_base/get_out_parking_dis,Distance of stopping the ladder,,double,,,0.1,,
梯控,Ladder control-outlet,,/strategy/elevator_base/get_out_timeout,Time out of ladder,"That is, after this time comes, you will give up the stairs and return to the stairs;",double,,,60,,
梯控,Ladder control-outlet,,/strategy/elevator_base/get_out_waiting_time,Continuous parking timeout for exiting the ladder,"That is, if you continue to stop and exceed the time, you will give up the ladder and return to the ladder;",double,,,45,,
梯控,Ladder control-outlet,,/strategy/elevator_controller/retry_out_elevator_num,Retry the number of times,,int,0,864000,3,,
梯控,Ladder control-Close door,,/strategy/elevator_controller/close_door_timeout,Timeout time for closing elevator door,,int,0,864000,300,,
梯控,Ladder control-Close door,,/strategy/elevator_controller/close_door_timeout_while_retry,Have been deprecated,,int,,,10,,
梯控,Ladder control-Close door,,/strategy/elevator_controller/send_close_door,Send a closing command,"1: means sending, 0: means not sending",int,,,1,,
梯控,Ladder control-waiting ladder,,/strategy/elevator_base/waiting_zone_dis_to_entry,The best waiting position distance from the entry point,"(The elevator waiting pose displayed on the map) has a backward movement distance (default 0.5). In some sites, if the waiting position needs to be away from the stairs, this parameter can be increased;",double,,,0.5,,
梯控,Ladder control-waiting ladder,,/strategy/elevator_controller/waiting_elevator_timeout,Waiting ladder timeout,,int,0,864000,300,,
梯控,Ladder control-Called ladder,,/strategy/elevator_controller/control_elevator_way,Call control strategy,"1: The robot calls the elevator at any time, and the elevator reaches the priority ladder 2: The robot calls the elevator at any time, and the elevator direction is the same as the robot direction before entering the ladder",int,,,1,,
梯控,Ladder control-Called ladder,,/strategy/elevator_controller/elevator_floor_duration,"During the call process, if the elevator has not moved for a long time, an alarm will be reported.",,int,0,864000,120,,
梯控,Ladder control-Called ladder,,/strategy/elevator_controller/order_switch_seconds,"In 4G+Lora mode, if no reservation is successful after this time, switch to lora",,int,30,300,60,,
梯控,Ladder control-Called ladder,,/strategy/elevator_controller/order_waiting_timeout,Reservation timeout,,int,0,864000,300,,
梯控,Ladder control-Called ladder,,/strategy/elevator_controller/wait_timeout_times_avoidance,How many times have passed? Go to the avoidance point,"Default 3, range 1-6",int,1,6,3,,
梯控,Ladder control-Entering ladder,,/strategy/elevator_base/get_in_parking_dis,Stallion distance,,double,,,0.1,,
梯控,Ladder control-Entering ladder,,/strategy/elevator_base/get_in_parking_in_place_time,Retry planning time for ladders,"After the first time the elevator fails to move back out of the elevator, the time to allow parking to plan the elevator path in place, that is, the maximum time to continue to try to plan the elevator during that time;",double,,,3,,
梯控,Ladder control-Entering ladder,,/strategy/elevator_base/get_in_stuck_time,Continuous parking timeout for ladder entry,"That is, if you continue to stop and exceed the time, you will give up the stairs and retreat to the backing point. If it is the first attempt to enter the stairs, you will try to enter the stairs again after returning to the outside of the stairs;",double,,,2,,
梯控,Ladder control-Entering ladder,,/strategy/elevator_base/get_in_timeout,Ladder timeout,"That is, after this time comes, you will give up entering the ladder and return to the outside of the ladder;",double,,,30,,
梯控,Ladder control-Entering ladder,,/strategy/elevator_base/get_in_waiting_time,"This parameter is invalid after Hanting version 3.2, don't worry",,double,,,10,,
梯控,Ladder control-Entering ladder,,/strategy/elevator_base/quit_in_waiting_time,Give up the ladder entry (return outside the ladder) continuous parking timeout time,"That is, when you encounter an obstacle while retreating, you will give up the action of going back out of the ladder after stopping continuously for this time.",double,,,5,,
梯控,Ladder control-Entering ladder,,/strategy/elevator_base/rotation_radius,The distance to go around after failure to enter the ladder,"Specifically calculated as an arc with the stepping point as the center of the circle, the above parameters are the arc radius;",double,,,0.65,,
梯控,Ladder control-Entering ladder,,/strategy/elevator_base/try_get_in_limit_times,Number of attempts to enter the elevator after opening the single elevator door,,int,,,2,,
梯控,Ladder control-Entering ladder,,/strategy/elevator_controller/limit_times_enter_failed,"If the number of times the ladder fails, the alarm will be reported once",,int,0,864000,3,,
梯控,Ladder control-Entering ladder,,/strategy/elevator_controller/retry_enter_elevator_num,Number of retry attempts at the ladder,,int,0,864000,99,,
梯控,Ladder control-Entering ladder,,/strategy/elevator_controller/waiting_status_time,Failure to go into the ladder for a long time,,int,0,864000,90,,
梯控,Ladder control-Entering ladder,,/strategy/elevator_entry_pose_node/entry_pose_distance,NUll,,double,,,2.5,,
梯控,Ladder control-in/outlet ladder,,/strategy/elevator_base/take_elevator_velocity,Maximum speed for entering and exiting the ladder,"If the ladder is frequently stuck, it can be changed to a larger size. It is recommended not to exceed 0.6, as it will increase the risk of collision;",double,0.2,1,0.4,,
梯控,Ladder control-open door,,/strategy/elevator_controller/open_door_timeout,Open elevator door timeout time,,int,0,864000,300,,
梯控,Ladder control-open door,,/strategy/elevator_controller/wait_for_getin_seconds,"Waiting time for waiting for the door opening signal, unit to seconds",,int,1,60,14,,
梯控,Ladder control-open/close door,,/strategy/elevator_controller/operate_door_interval,The gate time interval is calculated as (n+1)*500 milliseconds,,int,1,120,3,,
梯控,Ladder control-open/close door,,/strategy/elevator_controller/wait_door_opened_seconds,"Under the aggressive ladder/outlet strategy, the door status will not be checked, so there will be a slight pause time, unit seconds",,int,0,5,1,,
Wireless communication category,4G,,/device/network/always_5g,Keep 5g display,Keep 5g display,bool,,,FALSE,,
Wireless communication category,4G,,/device/network/mobile_switch,4G networking function switch,Mobile network switch,bool,,,TRUE,,
Wireless communication category,WIFI,Function description: The robot's lower computer or upper computer is installed with a wifi module. This parameter can determine whether to enable upper computer WIFI or lower computer WIFI;,/device/network/disable_upper_wifi_module,Do not enable the upper computer WIFI switch,Open: Do not enable upper computer WIFI; Close: enable upper computer WIFI;,bool,,,FALSE,,
Wireless communication category,WIFI,,/device/network/max_hardreset_cnt,NUll,,int,0,1000,24,,
Wireless communication category,WIFI,,/device/network/reset_apn_for_kpn_on,NUll,,bool,,,FALSE,,
Wireless communication category,WIFI,,/device/network/speed_monitor_interval,NUll,,int,,,600,,
Wireless communication category,WIFI,,/device/network/speed_sample_item_cnt,NUll,,int,,,60,,
Wireless communication category,WIFI,,/device/network/speed_sample_total_kbytes,NUll,,int,,,3072,,
Wireless communication category,WIFI,,/device/network/wifi_search_ap_list_fast_http_interval,NUll,,int,1,1000,3,,
Wireless communication category,WIFI,,/device/network/wifi_search_ap_list_fast_interval,NUll,,int,1,1000,6,,
Wireless communication category,WIFI,,/device/network/wifi_search_ap_list_interval,Wifi list update frequency,Wifi list update frequency,int,1,1000,50,,
Wireless communication category,WIFI,,/device/network/wifi_switch,WIFI networking function switch,Wifi network switch,bool,,,FALSE,,
