﻿分类,功能,功能说明,参数名称,参数中文名称,参数释义,类型,"下
限","上
限","默认
值","参数
单位",备注
电池电源类,电源-过流保护,功能说明：https://gaussian.yuque.com/od6ghz/no74yv/pghyd3loh6oqp43t?singleDoc# 《S线过流保护开发文档》https://gaussian.yuque.com/od6ghz/no74yv/rwgqosz1dgdteaty?singleDoc# 《M线- 过流保护开发文档》,/strategy/chassis/overcurrent_protect/enable_current_monitor,开启整机电流监控功能开关,,bool,,,,,
电池电源类,电源-低电量关机保护,功能说明：当打开gs_power_protect/valid参数后，当电量低于danger_power_percent时，机器人判断是否处于安全地带，若是会触 发告警并关机；若不是返回安全地带；当电量低于shut_power_percent时直接触发关机；https://gaussian.yuque.com/vhfwq2/liysn5/lmclg1wern5hyakc#ZK8P4,/strategy/gs_power_protect/danger_power_percent,提示自动关机电量阈值,低与此阈值:提示,int,5,9,5,,
电池电源类,电源-低电量关机保护,功能说明：当打开gs_power_protect/valid参数后，当电量低于danger_power_percent时，机器人判断是否处于安全地带，若是会触 发告警并关机；若不是返回安全地带；当电量低于shut_power_percent时直接触发关机；https://gaussian.yuque.com/vhfwq2/liysn5/lmclg1wern5hyakc#ZK8P4,/strategy/gs_power_protect/shut_power_percent,自动关机电量阈值,低与此阈值:触发自动关机功能,int,1,3,2,,
电池电源类,电源-低电量关机保护,功能说明：当打开gs_power_protect/valid参数后，当电量低于danger_power_percent时，机器人判断是否处于安全地带，若是会触 发告警并关机；若不是返回安全地带；当电量低于shut_power_percent时直接触发关机；https://gaussian.yuque.com/vhfwq2/liysn5/lmclg1wern5hyakc#ZK8P4,/strategy/gs_power_protect/valid,电量低自动关机功能开关,打开:使用电量低自动关机功能,bool,,,FALSE,,
电池电源类,低l功耗功能,功能说明：若打开了low_power_mode_enable，low_power_mode_prohibit_timer内没有定时任务，且机器人已经空闲了low_power_mode_timer分钟，机器人会进行低功能模式；低功耗功能说明：https://gaussian.yuque.com/od6ghz/no74yv/yv9vidp23w7s7xya?singleDoc# 《低功耗闭环方案》,/strategy/console/low_power_mode_enable,低功耗模式功能开关 开启/关闭,,bool,,,TRUE,,
电池电源类,低l功耗功能,功能说明：若打开了low_power_mode_enable，low_power_mode_prohibit_timer内没有定时任务，且机器人已经空闲了low_power_mode_timer分钟，机器人会进行低功能模式；低功耗功能说明：https://gaussian.yuque.com/od6ghz/no74yv/yv9vidp23w7s7xya?singleDoc# 《低功耗闭环方案》,/strategy/console/low_power_mode_prohibit_timer,N分钟有定时任务计划，不进入低功耗,,int,10,60,30,,
电池电源类,低l功耗功能,功能说明：若打开了low_power_mode_enable，low_power_mode_prohibit_timer内没有定时任务，且机器人已经空闲了low_power_mode_timer分钟，机器人会进行低功能模式；低功耗功能说明：https://gaussian.yuque.com/od6ghz/no74yv/yv9vidp23w7s7xya?singleDoc# 《低功耗闭环方案》,/strategy/console/low_power_mode_timer,空闲N分钟进入低功耗配置(分钟),,int,10,60,30,,
电池电源类,SOC电量判断自动回桩,功能描述：当soc_switch参数打开；当电量低于soc_battery，且检测到soc电压soc_voltage，持续soc_voltage_time秒，且reset_count_battery大于soc_battery时，机器人就会返回充电桩；,/strategy/console/reset_count_battery,重置电池电量,,int,,,35,,
电池电源类,SOC电量判断自动回桩,功能描述：当soc_switch参数打开；当电量低于soc_battery，且检测到soc电压soc_voltage，持续soc_voltage_time秒，且reset_count_battery大于soc_battery时，机器人就会返回充电桩；,/strategy/console/soc_battery,触发低电回桩的SOC电量阈值,,int,,,30,,
电池电源类,SOC电量判断自动回桩,功能描述：当soc_switch参数打开；当电量低于soc_battery，且检测到soc电压soc_voltage，持续soc_voltage_time秒，且reset_count_battery大于soc_battery时，机器人就会返回充电桩；,/strategy/console/soc_switch,通过SOC电压触发低电回桩的功能开关,通过检测SOC电压来判断电量低；,bool,,,FALSE,,
电池电源类,SOC电量判断自动回桩,功能描述：当soc_switch参数打开；当电量低于soc_battery，且检测到soc电压soc_voltage，持续soc_voltage_time秒，且reset_count_battery大于soc_battery时，机器人就会返回充电桩；,/strategy/console/soc_voltage,触发低电回桩的SOC电压阈值,,int,,,249,,
电池电源类,SOC电量判断自动回桩,功能描述：当soc_switch参数打开；当电量低于soc_battery，且检测到soc电压soc_voltage，持续soc_voltage_time秒，且reset_count_battery大于soc_battery时，机器人就会返回充电桩；,/strategy/console/soc_voltage_time,触发低电回桩的SOC电压时间阈值,,int,,,120,,
地图,障碍物标记,,/move_base/global_costmap/not_decrease,costmap永久标记开关,true打开永久标记false表示关闭,bool,,,TRUE,,
地图,膨胀距离,,/strategy/coamap_2d/carpet_material_inflation_dis,地毯材质膨胀距离,,double,,,0,,
地图,,,/move_base/global_costmap/update_laser_3d/laser_3d_sensor/max_obstacle_height,3d激光最高标记高度，根据车身高度调整,一般不改,double,,,,,
地图,,,/move_base/global_costmap/update_ultra/check_marker_radius,NUll,,double,,,,,
地图,,,/move_base/global_costmap/update_ultra/use_filter,NUll,,bool,,,,,
地图,,,/move_base/global_costmap/update_ultra/use_predict,NUll,,bool,,,,,
传感器-摄像头,跌落区域检测,,/strategy/realsense2/anti_drop_effect_enable,斜视防跌落功能生效开关（触发防跌落后是否刹车和标记）,,bool,,,TRUE,,
传感器-摄像头,跌落区域检测,,/strategy/realsense2/anti_drop_image_boundary_deficiency_detect,是否通过深度图缺失检测跌落,（在部分sr300失效环境可能有效，缺点是此方法可能容易误触发）,bool,,,FALSE,,
传感器-气压防碰撞,防碰撞功能（气压）,,/device/anti_drop/anti_drop0/distance_threshold,NUll,,double,0,2,,,
传感器-气压防碰撞,防碰撞功能（气压）,,/device/anti_drop/anti_drop0/screened,防跌落0开关,绿色:屏蔽；灰色:启用,bool,,,,,
传感器-气压防碰撞,防碰撞功能（气压）,,/device/anti_drop/anti_drop1/distance_threshold,NUll,,double,0,2,,,
传感器-气压防碰撞,防碰撞功能（气压）,,/device/anti_drop/anti_drop1/screened,防跌落1开关,绿色:屏蔽；灰色:启用,bool,,,,,
传感器-气压防碰撞,防碰撞功能（气压）,,/device/anti_drop/anti_drop2/distance_threshold,NUll,,double,0,2,,,
传感器-气压防碰撞,防碰撞功能（气压）,,/device/anti_drop/anti_drop2/screened,防跌落2开关,绿色:屏蔽；灰色:启用,bool,,,,,
传感器-气压防碰撞,防碰撞功能（气压）,,/device/anti_drop/anti_drop3/distance_threshold,NUll,,double,0,2,,,
传感器-气压防碰撞,防碰撞功能（气压）,,/device/anti_drop/anti_drop3/screened,防跌落3开关,绿色:屏蔽；灰色:启用,bool,,,,,
传感器-气压防碰撞,防碰撞功能（气压）,,/device/protector/protector4/screened,防撞条4屏蔽,打开:屏蔽防撞条功能，关闭:打开防撞条功能,bool,,,,,
传感器-气压防碰撞,防碰撞功能（气压）,,/device/protector/protector7/screened,防撞条7屏蔽,打开:屏蔽防撞条功能，关闭:打开防撞条功能,bool,,,,,
传感器-激光,激光安全区域,,/strategy/laser_filter/safe_area_filter/length_0,激光安全区域长0,,double,0,10,,,
传感器-激光,激光安全区域,,/strategy/laser_filter/safe_area_filter/length_1,激光安全区域长1,,double,0,10,,,
传感器-激光,激光安全区域,,/strategy/laser_filter/safe_area_filter/width_0,激光安全区域宽0,,double,0,10,,,
传感器-激光,激光安全区域,,/strategy/laser_filter/safe_area_filter/width_1,激光安全区域宽1,,double,0,10,,,
传感器-负压传感器,负压检测-,,/device/scrubber/enable_fnl_cali_param,负压检测是否使用标定参数开关,,bool,,,FALSE,,
传感器-负压传感器,负压检测-,,/device/scrubber/enable_fnl_check,使能负压检测功能,,bool,,,TRUE,,
传感器-负压传感器,负压检测-,功能说明：通过检测水箱风负压情况，来判断吸污管路是否堵塞，是否漏气；,/device/scrubber/suction_pressure_beneath_limit_voltage_setting,电压偏低告警阈值,电压偏低告警阈值,string,,,"""2.15,2.10,2.00""",,
传感器-负压传感器,负压检测-,功能说明：https://gaussian.yuque.com/od6ghz/no74yv/gu3wn0?singleDoc# 《负压传感器（40/50）》,/device/scrubber/suction_pressure_limit_level_setting,负压：风机占空比,负压：风机占空比,string,,,"""40,50,60""",,
传感器-负压传感器,负压检测-,功能说明：https://gaussian.yuque.com/od6ghz/no74yv/gu3wn0?singleDoc# 《负压传感器（40/50）》,/device/scrubber/suction_pressure_over_limit_voltage_setting,电压偏高告警阈值,吸风机堵塞时电压偏高阈值,string,,,"""2.41,2.38,2.33""",,
传感器-防撞,传感器-防撞条,,/device/protector/protector_voltage_limit,气压传感器最低有效电压值 mV,,int,0,5000,420,,
传感器-防撞,传感器-防撞条,,/device/protector/protector5/screened,防撞条5屏蔽,打开:屏蔽防撞条功能，关闭:打开防撞条功能,bool,,,,,
传感器-防撞,传感器-防撞条,,/device/protector/protector6/screened,防撞条6屏蔽,打开:屏蔽防撞条功能，关闭:打开防撞条功能,bool,,,,,
传感器-超声,下位机访问这个超声的次序,,/device/ultrasonic/ultrasonic0/mcu_access_precedence,超声0,下位机访问这个超声的次序,int,0,7,,,
传感器-超声,下位机访问这个超声的次序,,/device/ultrasonic/ultrasonic1/mcu_access_precedence,超声1,下位机访问这个超声的次序,int,0,7,,,
传感器-超声,下位机访问这个超声的次序,,/device/ultrasonic/ultrasonic2/mcu_access_precedence,超声2,下位机访问这个超声的次序,int,0,7,,,
传感器-超声,下位机访问这个超声的次序,,/device/ultrasonic/ultrasonic3/mcu_access_precedence,超声3,下位机访问这个超声的次序,int,0,7,,,
传感器-超声,下位机访问这个超声的次序,,/device/ultrasonic/ultrasonic4/mcu_access_precedence,超声4,下位机访问这个超声的次序,int,0,7,,,
传感器-超声,下位机访问这个超声的次序,,/device/ultrasonic/ultrasonic5/mcu_access_precedence,超声5,下位机访问这个超声的次序,int,0,7,,,
传感器-超声,超声屏蔽功能开关,,/device/ultrasonic/ultrasonic0/screened,超声0开关,关闭:使用超声；打开:不使用超声,bool,,,,,
传感器-超声,超声屏蔽功能开关,,/device/ultrasonic/ultrasonic1/screened,超声1开关,关闭:使用超声；打开:不使用超声,bool,,,,,
传感器-超声,超声屏蔽功能开关,,/device/ultrasonic/ultrasonic2/screened,超声2开关,关闭:使用超声；打开:不使用超声,bool,,,,,
传感器-超声,超声屏蔽功能开关,,/device/ultrasonic/ultrasonic3/screened,超声3开关,关闭:使用超声；打开:不使用超声,bool,,,,,
传感器-超声,超声屏蔽功能开关,,/device/ultrasonic/ultrasonic4/screened,超声4开关,关闭:使用超声；打开:不使用超声,bool,,,,,
传感器-超声,超声屏蔽功能开关,,/device/ultrasonic/ultrasonic5/screened,超声5开关,关闭:使用超声；打开:不使用超声,bool,,,,,
传感器,主激光噪点过滤,功能说明：https://gaussian.yuque.com/rh21ns/ge7rk8/ul2idfi6eshi9hu2?singleDoc# 《Phantas 安全旗帜解决方案》,/strategy/scan_filters/special_angle_cluster_filter,激光噪点过滤功能开关,机器人上安装了小旗帜需要将此参数打开；,bool,,,FALSE,,
传感器,小瞳激光-防撞,功能描述：https://gaussian.yuque.com/perception/documents/ygu8129ir5h42bgx,/device/function_safe_board/mcu1_obstacle/screened,左避障小瞳,,bool,,,,,
传感器,小瞳激光-防撞,功能描述：https://gaussian.yuque.com/perception/documents/ygu8129ir5h42bgx,/device/function_safe_board/mcu2_obstacle/screened,右避障小瞳,,bool,,,,,
传感器,小瞳激光-防跌落,功能描述：https://gaussian.yuque.com/perception/documents/ygu8129ir5h42bgx,/device/function_safe_board/mcu1_drop/screened,左防跌落小瞳,,bool,,,,,
传感器,小瞳激光-防跌落,功能描述：https://gaussian.yuque.com/perception/documents/ygu8129ir5h42bgx,/device/function_safe_board/mcu2_drop/screened,右防跌落小瞳,,bool,,,,,
传感器,小瞳-斜视激光低矮障碍物检测,功能说明：https://gaussian.yuque.com/perception/documents/nxdpqgs6qxttx33c,/strategy/lean_lidar_pipeline/nonground_obstacle_height_min,XD1Q算法找不到地面时候检测的绝对障碍物高度,,double,0,0.1,0.04,,
传感器,小瞳-斜视激光低矮障碍物检测,功能说明：https://gaussian.yuque.com/perception/documents/nxdpqgs6qxttx33c,/strategy/lean_lidar_pipeline/nonground_obstacle_height_min2,XD1F的绝对高度检测阈值,,double,0,0.1,0.035,,
传感器,小瞳-斜视激光低矮障碍物检测,功能说明：https://gaussian.yuque.com/perception/documents/nxdpqgs6qxttx33c,/strategy/lean_lidar_pipeline/obstacle_height_thresh,XD1Q障碍物检测的range差阈值,,double,0,0.1,0.04,,
传感器,小瞳-斜视激光低矮障碍物检测,功能说明：https://gaussian.yuque.com/perception/documents/nxdpqgs6qxttx33c,/strategy/lean_lidar_pipeline/obstacle_height_thresh2,XD1F的障碍物检测range差阈值,,double,0,0.1,0.04,,
传感器,摄像头防跌落,,/strategy/camera_anti_drop_enable,使能摄像头防跌落功能,,bool,,,,,
传感器,,,/strategy/laser_obscured/obscured_propotion_thresh,NUll,,double,0,1,0.8,,
PNC运动控制,窄通道识别与通行,,/strategy/narrow_path/path_type,窄通道类型,0是默认值，能规划就过； 1是过窄道； 2是不过窄道； 40，50都一样,int,0,2,1,,
PNC运动控制,窄通道识别与通行,,/strategy/narrow_path/use_narrow_map,窄通道开关,true是打开；false是关闭,bool,,,FALSE,,
PNC运动控制,运行速度-速度设置（跟线）,,/strategy/follow_base/speed_level_setting,程序没调用；速度设置（跟线）,,string,,,"""0.4,0.6,0.8,1.2""",,
PNC运动控制,运行速度-速度设置（导航）,,/strategy/goal_base/speed_level_setting,程序没调用；速度设置（导航）,"导航速度的路径为launch/PNC/2.0/param/pnc/gaussian.yaml, 找到constraint字段下的max_velocity_linear参数(此机器默认1.2), 修改想要的数值即可, 重启机器生效.",string,,,"""0.4,0.5,0.6""",,
PNC运动控制,运行速度-速度等级（跟线）,,/strategy/follow_base/speed_level,程序没调用；速度等级（跟线）,,int,,,-1,,
PNC运动控制,运行速度-速度等级（导航）,,/strategy/goal_base/speed_level,程序没调用；速度等级（导航）,,int,,,-1,,
PNC运动控制,效率模式功能,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/ws1kaxfkgyopmpbn?singleDoc# 《autocover4.0效率提升部署说明》,/strategy/move_base/efficiency_submode,效率模式功能开关,1：机器人会按照最快的加速度去跑,int,0,1,0,,
PNC运动控制,贴边运行参数,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# 《贴边能力介绍&参数修改》,/strategy/depthcam_fusion/is_wall_line_switch_on,识别墙线功能开关,,bool,,,TRUE,,
PNC运动控制,贴边运行参数,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# 《贴边能力介绍&参数修改》,/strategy/edge_planner/obstacle_max_safe_buffer,"周围有障碍物点云的情况下,贴边的最大buffer",,double,0,0.1,0.075,,
PNC运动控制,贴边运行参数,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# 《贴边能力介绍&参数修改》,/strategy/fwc/skirting_distance,PSD贴边距离,,double,0,0.03,0,,
PNC运动控制,贴边运行参数,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# 《贴边能力介绍&参数修改》,/strategy/move_base/use_virtual_wall_edge,贴边虚拟墙功能开关,,bool,,,TRUE,,
PNC运动控制,贴边运行参数,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# 《贴边能力介绍&参数修改》,/strategy/pnc/edge_scenario/enable_detect_ex_corner,识别阳角功能开关,,bool,,,,,
PNC运动控制,贴边运行参数,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# 《贴边能力介绍&参数修改》,/strategy/pnc/edge_scenario/enable_detect_in_corner,识别阴角功能开关,,bool,,,,,
PNC运动控制,贴边运行参数,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# 《贴边能力介绍&参数修改》,/strategy/pnc/edge_scenario/enable_follow_edge,贴边总开关,,bool,,,,,
PNC运动控制,贴边运行参数,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# 《贴边能力介绍&参数修改》,/strategy/pnc/edge_scenario/enable_follow_virtual_wall_lines,贴边虚拟墙功能开关,,bool,,,,,
PNC运动控制,贴边运行参数,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# 《贴边能力介绍&参数修改》,/strategy/pnc/edge_scenario/follow_edge_min_safe_distance,贴边的最小距离,,double,0,0.05,,,
PNC运动控制,贴边运行参数,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# 《贴边能力介绍&参数修改》,/strategy/pnc/edge_scenario/follow_obstacle_max_safe_distance,贴边障碍物的最大距离,,double,0,0.2,,,
PNC运动控制,贴边运行参数,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# 《贴边能力介绍&参数修改》,/strategy/realtime_auto_cover/enable_wall_tracking,实时自动覆盖贴边开关,关闭：贴边能力恢复位整机合并版改动前状态，确保清洁效率打开：保证现有贴边优化效果，提升清洁效果；,bool,,,TRUE,,
PNC运动控制,贴边运行参数,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# 《贴边能力介绍&参数修改》,/strategy/realtime_auto_cover/safe_distance,实时自动覆盖贴边距离（M线贴边）,,double,,,0.04,,
PNC运动控制,贴边运行参数,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# 《贴边能力介绍&参数修改》,/strategy/realtime_auto_cover/use_virtual_wall_tracking,实时自动覆盖贴虚拟墙开关,影响M线贴虚拟墙功能，不影响S线贴虚拟墙功能,bool,,,FALSE,,
PNC运动控制,提前检测特殊区域的距离,,/strategy/move_base/path_check_length,提前检测特殊区域（地毯，减速带等）的距离,,double,,,30,,
PNC运动控制,绕大圈,当狭窄路径被障碍物挡住时，规划的避障路径可能是从远处绕行，为了禁止这种现象，系统会比较新生成路径和原路径（跳过部分）的长度，如果长度差max_path_length_diff和比值max_path_length_quotien超出一定范围，则需要丢弃新生成的路径；若using_further_planner打开则使用新生成的路径；功能描述：https://gaussian.yuque.com/dyswnp/newbie/kye9ne?singleDoc# 《move_base相关配置说明》,/strategy/goal_base/max_path_length_diff,程序没调用；最大绕大圈判定差,,double,,,15,,
PNC运动控制,绕大圈,当狭窄路径被障碍物挡住时，规划的避障路径可能是从远处绕行，为了禁止这种现象，系统会比较新生成路径和原路径（跳过部分）的长度，如果长度差max_path_length_diff和比值max_path_length_quotien超出一定范围，则需要丢弃新生成的路径；若using_further_planner打开则使用新生成的路径；功能描述：https://gaussian.yuque.com/dyswnp/newbie/kye9ne?singleDoc# 《move_base相关配置说明》,/strategy/goal_base/max_path_length_quotien,程序没调用；最大绕大圈判定比例,,double,,,3,,
PNC运动控制,绕大圈,当狭窄路径被障碍物挡住时，规划的避障路径可能是从远处绕行，为了禁止这种现象，系统会比较新生成路径和原路径（跳过部分）的长度，如果长度差max_path_length_diff和比值max_path_length_quotien超出一定范围，则需要丢弃新生成的路径；若using_further_planner打开则使用新生成的路径；功能描述：https://gaussian.yuque.com/dyswnp/newbie/kye9ne?singleDoc# 《move_base相关配置说明》,/strategy/goal_base/path_safe_stopping_distance,程序没调用；路径安全检查减速距离,,double,,,1,,
PNC运动控制,绕大圈,当狭窄路径被障碍物挡住时，规划的避障路径可能是从远处绕行，为了禁止这种现象，系统会比较新生成路径和原路径（跳过部分）的长度，如果长度差max_path_length_diff和比值max_path_length_quotien超出一定范围，则需要丢弃新生成的路径；若using_further_planner打开则使用新生成的路径；功能描述：https://gaussian.yuque.com/dyswnp/newbie/kye9ne?singleDoc# 《move_base相关配置说明》,/strategy/goal_base/using_further_planner,程序没调用；超时后允许绕大圈,,bool,,,TRUE,,
PNC运动控制,前方安全检查及后退,功能说明：系统在多个条件下会检查前方安全性，例如，任务开始及（controller切换）、local planner规划失败、global planner规划失败、前方路径检查不安全，防撞条和costmap等碰撞。,/strategy/move_base/allow_backward,程序没调用；允许后退,,bool,,,TRUE,,
PNC运动控制,前方安全检查及后退,功能说明：系统在多个条件下会检查前方安全性，例如，任务开始及（controller切换）、local planner规划失败、global planner规划失败、前方路径检查不安全，防撞条和costmap等碰撞。,/strategy/move_base/backward_check_dis,程序没调用；为前方检查范围，如果这个距离内有障碍物，则开始后退,,double,,,-0.2,,
PNC运动控制,前方安全检查及后退,功能说明：系统在多个条件下会检查前方安全性，例如，任务开始及（controller切换）、local planner规划失败、global planner规划失败、前方路径检查不安全，防撞条和costmap等碰撞。,/strategy/move_base/backward_to_dis,程序没调用；为后退距离,,double,,,0.3,,
PNC运动控制,路网功能,ROBOTPLAN-3986,/strategy/path_recorder/one_lane_width,75单车道同向宽度阀值,,double,0,10,3,,
PNC运动控制,路网功能,ROBOTPLAN-3986,/strategy/path_recorder/use_spiral_opt,75 是否使用螺旋线优化覆盖路径曲率开关,,bool,,,FALSE,,
PNC运动控制,路径偏移功能,功能说明：https://gaussian.yuque.com/vhfwq2/mi5d16/ynlqxgq6d3m8t8ymhttps://gaussian.yuque.com/pnc/yu7uqr/aa4uqpg5or2vnw8a?singleDoc# 《路径偏移功能说明&参数》,/strategy/path_recorder/offset_path,路径偏移间隔距离,,double,0.06,0.2,0.1,,
PNC运动控制,路径偏移功能,功能说明：https://gaussian.yuque.com/vhfwq2/mi5d16/ynlqxgq6d3m8t8ymhttps://gaussian.yuque.com/pnc/yu7uqr/aa4uqpg5or2vnw8a?singleDoc# 《路径偏移功能说明&参数》,/strategy/path_recorder/offset_switch,路径偏移功能开关,,bool,,,FALSE,,
PNC运动控制,后退脱困功能,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/fs9zswtbtu8y6mn8?singleDoc# 《后退脱困开关约束介绍》,/strategy/move_base/enable_backtracking_rec,允许历史轨迹脱困开关,,bool,,,TRUE,,
PNC运动控制,后退脱困功能,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/fs9zswtbtu8y6mn8?singleDoc# 《后退脱困开关约束介绍》,/strategy/move_base/enable_narrow_backward_recovery,允许窄道局部脱困后退开关,,bool,,,TRUE,,
PNC运动控制,后退脱困功能,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/fs9zswtbtu8y6mn8?singleDoc# 《后退脱困开关约束介绍》,/strategy/move_base/enable_normal_backward_recovery,允许普通局部脱困后退开关,,bool,,,TRUE,,
PNC运动控制,后退脱困功能,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/fs9zswtbtu8y6mn8?singleDoc# 《后退脱困开关约束介绍》,/strategy/move_base/enable_point_cloud_recovery,允许使用点云脱困开关,,bool,,,TRUE,,
PNC运动控制,后退脱困功能,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/fs9zswtbtu8y6mn8?singleDoc# 《后退脱困开关约束介绍》,/strategy/move_base/forbid_all_backward_rec,禁止所有后退脱困行为开关（包括全局脱困）,,bool,,,FALSE,,
PNC运动控制,规划超时,"功能描述：在导航模式中，在进入规划或控制失败恢复模式后，会累计超时时间，超时时间与任务类型相关，如果任务为导航，参数为goal_base:planner_error_patience_time,如果是跟线模式中避障或offroad，参数为goal_base:follow_path_patience_time；获取目标点失败的超时时间由goal_base:avoid_goal_obstacle_stop_duration控制。强制进入Local Escape Recovery状态的时间goal_base:force_escape_patience_time",/strategy/goal_base/avoid_goal_obstacle_stop_duration,程序没调用；避障规划超时时间（获取目标点）,,double,,,10,,
PNC运动控制,规划超时,"功能描述：在导航模式中，在进入规划或控制失败恢复模式后，会累计超时时间，超时时间与任务类型相关，如果任务为导航，参数为goal_base:planner_error_patience_time,如果是跟线模式中避障或offroad，参数为goal_base:follow_path_patience_time；获取目标点失败的超时时间由goal_base:avoid_goal_obstacle_stop_duration控制。强制进入Local Escape Recovery状态的时间goal_base:force_escape_patience_time",/strategy/goal_base/follow_path_patience_time,程序没调用；避障规划超时时间（任务为跟线模式中避障或offroad）,,double,,,20,,
PNC运动控制,规划超时,"功能描述：在导航模式中，在进入规划或控制失败恢复模式后，会累计超时时间，超时时间与任务类型相关，如果任务为导航，参数为goal_base:planner_error_patience_time,如果是跟线模式中避障或offroad，参数为goal_base:follow_path_patience_time；获取目标点失败的超时时间由goal_base:avoid_goal_obstacle_stop_duration控制。强制进入Local Escape Recovery状态的时间goal_base:force_escape_patience_time",/strategy/goal_base/planner_error_patience_time,程序没调用；避障规划超时时间（任务为导航）,,double,,,20,,
PNC运动控制,电池充电mos断开限速,功能说明：https://gaussian.yuque.com/vhfwq2/zc0zl8/iefcfr78npkgx6zn?singleDoc# 《电池充电MOS断开处理逻辑》,/strategy/move_base/mos_off_max_vel,充电MOS断开时，机器人最大运行速度,,double,0.1,1,0.3,,
PNC运动控制,电池充电mos断开限速,功能说明：https://gaussian.yuque.com/vhfwq2/zc0zl8/iefcfr78npkgx6zn?singleDoc# 《电池充电MOS断开处理逻辑》,/strategy/move_base/open_mos_limp,NUll,,bool,,,TRUE,,
PNC运动控制,导航速度,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/apx3801uafhhlugd?singleDoc# 《AIO版本与S-MTBF导航速度差异》,/strategy/move_base/max_velocity_linear,运行速度-导航速度,,double,,,0.6,,
PNC运动控制,,,/strategy/chassis/enable_speed_filter,下发速度平滑,,bool,,,FALSE,,
PNC运动控制,PNC其它,https://gaussian.yuque.com/pnc/yu7uqr/zcgg5g?singleDoc# 《导航参数配置说明》https://gaussian.yuque.com/pnc/yu7uqr/wmu4i2?singleDoc# 《导航参数配置说明V2》,/strategy/follow_base/force_perform_action,程序没调用；导航开始（未到 路径起点）就清扫,,bool,,,FALSE,,
PNC运动控制,PNC其它,,/strategy/follow_base/front_safe_check_dis,程序没调用；路径前方安全检查距离,,double,,,1,,
PNC运动控制,PNC其它,https://gaussian.yuque.com/pnc/yu7uqr/itrboq9nlwkqroxa?singleDoc#mMii 《AIO1.1高级参数差异梳理》,/strategy/follow_base/max_avoid_obstacle_distance,程序没调用；最大的避障距离,,double,,,-1,,
PNC运动控制,PNC其它,,/strategy/follow_base/perform_action,程序没调用；执行路径上的动作,move_base_controller旧参数，实际没有在使用了,bool,,,FALSE,,
PNC运动控制,PNC其它,,/strategy/follow_base/stop_duration,程序没调用；避障等待时间（根线）,,double,,,0.5,,
PNC运动控制,PNC其它,,/strategy/follow_base/stop_duration_with_human,程序没调用；避障等待时间（跟线）（人物接近时）,,double,,,1.5,,
PNC运动控制,PNC其它,,/strategy/follow_base/stop_duration_without_human,程序没调用；避障等待时间（跟线）（附近未检测到人物时的）,,double,,,0.8,,
PNC运动控制,PNC其它,,/strategy/follow_base/stop_water_distance,程序没调用；固定停水距离,,double,,,20,,
PNC运动控制,PNC其它,,/strategy/goal_base/advanced_avoid_obstacle,程序没调用；提前避障功能开关,,bool,,,FALSE,,
PNC运动控制,PNC其它,,/strategy/goal_base/avoid_obstacle_stop_duration,程序没调用；避障等待时间（导航）,避障过程中规划时间超过该时间即认为规划失败,double,,,2,,
PNC运动控制,PNC其它,,/strategy/goal_base/stop_duration_with_human,程序没调用；避障等待时间（导航）（人物接近时）,,double,,,1.5,,
PNC运动控制,PNC其它,,/strategy/goal_base/stop_duration_without_human,程序没调用；避障等待时间（导航）（附近未检测到人物时的）,,double,,,0.8,,
PNC运动控制,PNC其它,,/strategy/goal_base/using_force_recovery,程序没调用；,在导航模式下检测到footprint不安全时，可以配置强制旋转,bool,,,FALSE,,
PNC运动控制,PNC其它,,/strategy/move_base/max_abnormal_time,程序没调用,,double,,,1200,,
PNC运动控制,PNC其它,,/strategy/move_base/turn_head_back_when_backward,程序没调用；,,bool,,,TRUE,,
